logT,logR_-8.0,logR_-7.5,logR_-7.0,logR_-6.5,logR_-6.0,logR_-5.5,logR_-5.0,logR_-4.5,logR_-4.0,logR_-3.5,logR_-3.0,logR_-2.5,logR_-2.0,logR_-1.5,logR_-1.0,logR_-0.5,logR_0.0,logR_0.5,logR_1.0
3.75,-3.862,-3.903,-3.948,-3.95,-3.958,-3.977,-4.018,-4.085,-4.163,-4.229,-4.263,-4.269,-4.235,-4.113,-3.873,-3.528,-3.105,-2.629,-2.133
3.8,-3.892,-3.897,-3.902,-3.907,-3.906,-3.905,-3.906,-3.914,-3.937,-3.983,-4.037,-4.064,-4.012,-3.833,-3.536,-3.197,-2.838,-2.449,-2.008
3.85,-3.34,-3.426,-3.533,-3.676,-3.775,-3.826,-3.842,-3.842,-3.835,-3.827,-3.822,-3.804,-3.732,-3.551,-3.251,-2.88,-2.499,-2.133,-1.765
3.9,-2.512,-2.62,-2.764,-2.981,-3.185,-3.369,-3.526,-3.644,-3.713,-3.729,-3.696,-3.615,-3.463,-3.222,-2.916,-2.576,-2.206,-1.827,-1.456
3.95,-1.747,-1.857,-2.004,-2.229,-2.452,-2.667,-2.871,-3.061,-3.229,-3.363,-3.432,-3.399,-3.234,-2.948,-2.603,-2.248,-1.895,-1.535,-1.165
4.0,-1.147,-1.248,-1.38,-1.571,-1.777,-1.986,-2.189,-2.379,-2.55,-2.693,-2.79,-2.814,-2.738,-2.547,-2.27,-1.939,-1.584,-1.228,-0.873
4.05,-0.921,-0.979,-1.047,-1.127,-1.25,-1.401,-1.56,-1.71,-1.838,-1.935,-1.992,-1.998,-1.945,-1.833,-1.668,-1.453,-1.19,-0.884,-0.554
4.1,-0.972,-0.974,-0.976,-0.978,-0.989,-1.014,-1.055,-1.101,-1.14,-1.161,-1.16,-1.135,-1.084,-1.005,-0.894,-0.751,-0.574,-0.363,-0.118
4.15,-0.981,-0.969,-0.958,-0.947,-0.929,-0.888,-0.809,-0.7,-0.591,-0.499,-0.426,-0.362,-0.298,-0.226,-0.138,-0.029,0.104,0.261,0.44
4.2,-0.993,-0.974,-0.955,-0.937,-0.909,-0.859,-0.755,-0.573,-0.33,-0.088,0.105,0.246,0.351,0.44,0.529,0.625,0.735,0.861,1.0
4.25,-0.992,-0.976,-0.96,-0.945,-0.916,-0.861,-0.755,-0.57,-0.297,0.037,0.364,0.628,0.82,0.96,1.073,1.176,1.279,1.386,1.499
4.3,-0.98,-0.968,-0.957,-0.946,-0.923,-0.875,-0.776,-0.597,-0.328,0.019,0.407,0.782,1.092,1.322,1.49,1.621,1.733,1.837,1.937
4.35,-0.944,-0.941,-0.938,-0.935,-0.919,-0.881,-0.796,-0.635,-0.379,-0.032,0.373,0.797,1.197,1.531,1.781,1.962,2.097,2.209,2.307
4.4,-0.77,-0.805,-0.842,-0.883,-0.891,-0.868,-0.802,-0.666,-0.435,-0.1,0.312,0.758,1.203,1.615,1.955,2.208,2.386,2.516,2.62
