logT,logR_-8.0,logR_-7.5,logR_-7.0,logR_-6.5,logR_-6.0,logR_-5.5,logR_-5.0,logR_-4.5,logR_-4.0,logR_-3.5,logR_-3.0,logR_-2.5,logR_-2.0,logR_-1.5,logR_-1.0,logR_-0.5,logR_0.0,logR_0.5,logR_1.0
3.75,-0.765,-0.9,-1.096,-1.307,-1.522,-1.737,-1.938,-2.107,-2.217,-2.232,-2.149,-1.998,-1.806,-1.594,-1.374,-1.147,-0.912,-0.673,-0.428
3.8,-0.492,-0.561,-0.643,-0.767,-0.92,-1.085,-1.247,-1.383,-1.465,-1.474,-1.404,-1.269,-1.097,-0.906,-0.705,-0.495,-0.275,-0.046,0.19
3.85,-0.495,-0.492,-0.489,-0.49,-0.507,-0.551,-0.612,-0.669,-0.7,-0.69,-0.63,-0.528,-0.392,-0.234,-0.061,0.123,0.319,0.527,0.748
3.9,-0.504,-0.488,-0.473,-0.439,-0.371,-0.271,-0.163,-0.071,0.003,0.068,0.137,0.219,0.317,0.435,0.57,0.72,0.885,1.066,1.263
3.95,-0.503,-0.49,-0.477,-0.444,-0.366,-0.22,-0.001,0.261,0.502,0.685,0.814,0.912,0.999,1.089,1.188,1.301,1.431,1.58,1.748
4.0,-0.493,-0.486,-0.479,-0.453,-0.385,-0.243,-0.005,0.324,0.697,1.035,1.288,1.464,1.587,1.679,1.761,1.849,1.949,2.068,2.207
4.05,-0.471,-0.469,-0.467,-0.452,-0.4,-0.277,-0.056,0.272,0.68,1.109,1.503,1.811,2.015,2.153,2.254,2.339,2.425,2.523,2.64
4.1,-0.469,-0.463,-0.457,-0.44,-0.397,-0.296,-0.105,0.195,0.591,1.044,1.515,1.934,2.262,2.493,2.645,2.757,2.849,2.94,3.045
4.15,-0.465,-0.459,-0.453,-0.437,-0.397,-0.304,-0.132,0.134,0.499,0.942,1.427,1.914,2.353,2.693,2.931,3.095,3.216,3.317,3.42
4.2,-0.466,-0.457,-0.448,-0.433,-0.398,-0.316,-0.16,0.092,0.439,0.862,1.341,1.849,2.344,2.781,3.123,3.36,3.528,3.657,3.767
4.25,-0.465,-0.454,-0.443,-0.426,-0.394,-0.322,-0.182,0.052,0.389,0.815,1.289,1.796,2.308,2.809,3.237,3.557,3.788,3.958,4.089
4.3,-0.466,-0.452,-0.438,-0.417,-0.385,-0.319,-0.192,0.026,0.353,0.779,1.264,1.775,2.291,2.82,3.302,3.703,3.999,4.218,4.386
