logT,logR_-8.0,logR_-7.5,logR_-7.0,logR_-6.5,logR_-6.0,logR_-5.5,logR_-5.0,logR_-4.5,logR_-4.0,logR_-3.5,logR_-3.0,logR_-2.5,logR_-2.0,logR_-1.5,logR_-1.0,logR_-0.5,logR_0.0,logR_0.5,logR_1.0
3.75,-0.801,-0.934,-1.126,-1.336,-1.551,-1.765,-1.969,-2.142,-2.26,-2.285,-2.21,-2.063,-1.871,-1.657,-1.432,-1.197,-0.953,-0.699,-0.433
3.8,-0.543,-0.608,-0.684,-0.804,-0.954,-1.119,-1.281,-1.421,-1.51,-1.526,-1.464,-1.333,-1.161,-0.969,-0.764,-0.549,-0.322,-0.085,0.162
3.85,-0.548,-0.544,-0.54,-0.54,-0.555,-0.597,-0.657,-0.716,-0.751,-0.744,-0.689,-0.59,-0.455,-0.295,-0.12,0.069,0.27,0.486,0.716
3.9,-0.558,-0.542,-0.527,-0.494,-0.43,-0.334,-0.227,-0.132,-0.057,0.009,0.078,0.159,0.257,0.376,0.513,0.666,0.836,1.023,1.229
3.95,-0.558,-0.545,-0.532,-0.5,-0.426,-0.288,-0.077,0.182,0.427,0.617,0.751,0.852,0.941,1.032,1.133,1.249,1.382,1.536,1.709
4.0,-0.54,-0.536,-0.532,-0.508,-0.444,-0.31,-0.081,0.24,0.611,0.955,1.217,1.4,1.526,1.622,1.707,1.797,1.9,2.021,2.163
4.05,-0.507,-0.508,-0.509,-0.499,-0.454,-0.34,-0.128,0.192,0.595,1.024,1.419,1.733,1.946,2.091,2.196,2.285,2.373,2.472,2.59
4.1,-0.504,-0.498,-0.492,-0.477,-0.438,-0.346,-0.167,0.121,0.51,0.957,1.423,1.845,2.182,2.422,2.582,2.698,2.793,2.885,2.988
4.15,-0.499,-0.491,-0.483,-0.468,-0.429,-0.34,-0.176,0.079,0.428,0.86,1.335,1.818,2.26,2.61,2.858,3.029,3.154,3.257,3.358
4.2,-0.5,-0.489,-0.478,-0.46,-0.424,-0.344,-0.19,0.056,0.391,0.796,1.256,1.752,2.245,2.686,3.039,3.284,3.459,3.591,3.702
4.25,-0.501,-0.488,-0.475,-0.456,-0.42,-0.346,-0.206,0.024,0.354,0.767,1.222,1.709,2.209,2.706,3.141,3.472,3.711,3.886,4.021
4.3,-0.502,-0.486,-0.471,-0.449,-0.414,-0.345,-0.214,0.004,0.324,0.739,1.21,1.705,2.201,2.717,3.2,3.608,3.915,4.14,4.313
4.35,-0.499,-0.483,-0.468,-0.441,-0.401,-0.334,-0.212,-0.005,0.311,0.727,1.204,1.71,2.23,2.751,3.254,3.714,4.084,4.358,4.571
4.4,-0.481,-0.471,-0.461,-0.431,-0.383,-0.313,-0.197,0.002,0.313,0.731,1.214,1.733,2.261,2.8,3.326,3.813,4.229,4.551,4.794
4.45,-0.462,-0.453,-0.444,-0.416,-0.363,-0.283,-0.162,0.034,0.342,0.76,1.249,1.774,2.311,2.866,3.408,3.919,4.364,4.721,4.993
4.5,-0.464,-0.447,-0.431,-0.396,-0.331,-0.234,-0.101,0.098,0.402,0.817,1.306,1.831,2.376,2.937,3.493,4.024,4.489,4.869,5.159
4.55,-0.458,-0.447,-0.436,-0.402,-0.333,-0.21,-0.035,0.189,0.494,0.901,1.385,1.904,2.452,3.011,3.573,4.115,4.595,4.988,5.282
4.6,-0.46,-0.448,-0.436,-0.406,-0.345,-0.223,-0.021,0.262,0.61,1.015,1.483,1.99,2.529,3.079,3.637,4.179,4.661,5.058,5.346
4.65,-0.459,-0.449,-0.439,-0.413,-0.359,-0.245,-0.046,0.256,0.656,1.109,1.58,2.072,2.591,3.126,3.669,4.196,4.672,5.065,5.351
4.7,-0.455,-0.447,-0.439,-0.418,-0.371,-0.271,-0.083,0.21,0.61,1.088,1.598,2.108,2.616,3.132,3.654,4.163,4.626,5.015,5.301
4.75,-0.454,-0.446,-0.438,-0.419,-0.38,-0.293,-0.124,0.151,0.533,0.996,1.509,2.046,2.576,3.092,3.601,4.093,4.546,4.932,5.224
4.8,-0.454,-0.445,-0.436,-0.419,-0.384,-0.308,-0.157,0.095,0.455,0.899,1.397,1.929,2.477,3.015,3.526,4.011,4.458,4.841,5.138
4.85,-0.456,-0.445,-0.434,-0.415,-0.381,-0.313,-0.179,0.051,0.387,0.817,1.306,1.829,2.374,2.926,3.452,3.941,4.386,4.763,5.059
4.9,-0.449,-0.44,-0.431,-0.412,-0.378,-0.313,-0.192,0.018,0.336,0.754,1.238,1.758,2.301,2.857,3.391,3.889,4.332,4.703,4.988
4.95,-0.45,-0.438,-0.426,-0.407,-0.372,-0.306,-0.189,0.008,0.313,0.721,1.201,1.721,2.266,2.818,3.354,3.857,4.297,4.654,4.916
5.0,-0.44,-0.431,-0.422,-0.402,-0.366,-0.299,-0.183,0.01,0.305,0.708,1.187,1.708,2.252,2.802,3.339,3.839,4.269,4.604,4.833
