logT,logR_-8.0,logR_-7.5,logR_-7.0,logR_-6.5,logR_-6.0,logR_-5.5,logR_-5.0,logR_-4.5,logR_-4.0,logR_-3.5,logR_-3.0,logR_-2.5,logR_-2.0,logR_-1.5,logR_-1.0,logR_-0.5,logR_0.0,logR_0.5,logR_1.0
3.75,-0.423,-0.855,-1.054,-1.267,-1.483,-1.696,-1.894,-2.057,-2.156,-2.155,-2.061,-1.903,-1.708,-1.497,-1.278,-1.051,-0.818,-0.581,-0.339
3.8,-0.425,-0.498,-0.586,-0.716,-0.872,-1.038,-1.197,-1.328,-1.4,-1.399,-1.318,-1.176,-1.002,-0.81,-0.61,-0.4,-0.181,0.046,0.28
3.85,-0.424,-0.421,-0.418,-0.421,-0.441,-0.488,-0.549,-0.604,-0.63,-0.613,-0.547,-0.439,-0.3,-0.141,0.031,0.215,0.41,0.618,0.839
3.9,-0.431,-0.415,-0.4,-0.362,-0.289,-0.184,-0.077,0.013,0.085,0.15,0.219,0.303,0.404,0.523,0.659,0.81,0.975,1.156,1.354
3.95,-0.43,-0.416,-0.402,-0.366,-0.281,-0.124,0.105,0.369,0.603,0.777,0.9,0.995,1.081,1.173,1.273,1.388,1.518,1.669,1.839
4.0,-0.426,-0.416,-0.406,-0.375,-0.3,-0.147,0.106,0.446,0.819,1.147,1.388,1.556,1.673,1.763,1.844,1.933,2.035,2.156,2.298
4.05,-0.421,-0.413,-0.405,-0.382,-0.319,-0.183,0.054,0.395,0.811,1.239,1.626,1.919,2.11,2.242,2.339,2.423,2.509,2.61,2.73
4.1,-0.42,-0.412,-0.404,-0.384,-0.332,-0.216,-0.006,0.311,0.72,1.18,1.651,2.06,2.374,2.592,2.736,2.844,2.935,3.027,3.134
4.15,-0.415,-0.409,-0.403,-0.386,-0.342,-0.241,-0.056,0.231,0.618,1.077,1.568,2.055,2.482,2.807,3.032,3.188,3.305,3.405,3.509
4.2,-0.413,-0.406,-0.399,-0.384,-0.347,-0.261,-0.097,0.166,0.532,0.979,1.477,1.994,2.486,2.912,3.238,3.462,3.623,3.747,3.857
4.25,-0.414,-0.403,-0.392,-0.377,-0.344,-0.269,-0.125,0.115,0.464,0.907,1.404,1.93,2.451,2.951,3.364,3.67,3.89,4.053,4.18
4.3,-0.418,-0.402,-0.387,-0.366,-0.333,-0.266,-0.136,0.087,0.423,0.86,1.361,1.888,2.425,2.962,3.439,3.826,4.11,4.319,4.481
4.35,-0.421,-0.403,-0.386,-0.357,-0.318,-0.251,-0.13,0.081,0.408,0.841,1.339,1.869,2.424,2.975,3.495,3.945,4.292,4.548,4.749
4.4,-0.42,-0.403,-0.387,-0.351,-0.3,-0.228,-0.109,0.096,0.418,0.85,1.349,1.885,2.433,3.003,3.552,4.044,4.446,4.747,4.978
4.45,-0.419,-0.403,-0.388,-0.352,-0.29,-0.204,-0.077,0.13,0.452,0.885,1.386,1.922,2.476,3.053,3.616,4.138,4.577,4.918,5.174
4.5,-0.417,-0.403,-0.389,-0.355,-0.289,-0.185,-0.04,0.177,0.506,0.941,1.446,1.98,2.539,3.114,3.686,4.224,4.685,5.052,5.325
4.55,-0.414,-0.405,-0.396,-0.365,-0.3,-0.185,-0.014,0.228,0.57,1.012,1.517,2.049,2.608,3.176,3.747,4.287,4.756,5.135,5.408
4.6,-0.414,-0.406,-0.398,-0.372,-0.315,-0.201,-0.015,0.256,0.625,1.077,1.581,2.11,2.66,3.215,3.774,4.301,4.763,5.14,5.413
4.65,-0.415,-0.407,-0.399,-0.379,-0.33,-0.224,-0.039,0.245,0.633,1.101,1.608,2.133,2.667,3.206,3.741,4.247,4.697,5.07,5.346
4.7,-0.413,-0.407,-0.401,-0.384,-0.343,-0.249,-0.074,0.205,0.591,1.059,1.569,2.094,2.619,3.141,3.656,4.142,4.581,4.95,5.234
4.75,-0.412,-0.407,-0.402,-0.387,-0.352,-0.27,-0.111,0.151,0.522,0.976,1.478,2.002,2.527,3.046,3.549,4.022,4.452,4.816,5.106
4.8,-0.413,-0.408,-0.403,-0.39,-0.358,-0.286,-0.143,0.097,0.447,0.886,1.378,1.896,2.424,2.947,3.447,3.915,4.333,4.687,4.974
4.85,-0.413,-0.409,-0.405,-0.393,-0.364,-0.298,-0.168,0.053,0.382,0.806,1.29,1.804,2.332,2.861,3.366,3.83,4.235,4.571,4.849
4.9,-0.413,-0.409,-0.405,-0.396,-0.37,-0.309,-0.188,0.019,0.332,0.746,1.224,1.736,2.263,2.794,3.303,3.764,4.152,4.464,4.728
4.95,-0.414,-0.41,-0.406,-0.398,-0.376,-0.322,-0.208,-0.009,0.295,0.702,1.178,1.688,2.213,2.74,3.25,3.704,4.071,4.358,4.603
5.0,-0.415,-0.411,-0.407,-0.4,-0.382,-0.335,-0.231,-0.039,0.261,0.664,1.137,1.644,2.164,2.685,3.187,3.628,3.974,4.244,4.474
5.05,-0.415,-0.411,-0.407,-0.401,-0.387,-0.348,-0.256,-0.078,0.214,0.613,1.081,1.582,2.093,2.602,3.089,3.516,3.851,4.114,4.34
5.1,-0.413,-0.411,-0.409,-0.403,-0.391,-0.359,-0.281,-0.122,0.151,0.532,0.987,1.476,1.976,2.471,2.943,3.36,3.698,3.971,4.203
5.15,-0.413,-0.411,-0.409,-0.404,-0.394,-0.368,-0.303,-0.166,0.077,0.428,0.856,1.326,1.813,2.296,2.759,3.176,3.528,3.822,4.057
5.2,-0.413,-0.411,-0.409,-0.405,-0.397,-0.375,-0.322,-0.206,0.004,0.315,0.709,1.155,1.627,2.103,2.562,2.985,3.355,3.671,3.905
5.25,-0.412,-0.411,-0.41,-0.406,-0.4,-0.381,-0.337,-0.24,-0.061,0.21,0.566,0.986,1.444,1.912,2.37,2.801,3.19,3.522,3.749
5.3,-0.412,-0.411,-0.41,-0.407,-0.402,-0.386,-0.349,-0.268,-0.117,0.118,0.439,0.832,1.274,1.735,2.193,2.633,3.038,3.372,3.592
5.35,-0.411,-0.411,-0.411,-0.409,-0.403,-0.391,-0.359,-0.291,-0.162,0.042,0.331,0.698,1.123,1.576,2.035,2.482,2.898,3.224,3.408
5.4,-0.411,-0.411,-0.411,-0.409,-0.405,-0.394,-0.367,-0.309,-0.2,-0.02,0.24,0.583,0.99,1.435,1.894,2.348,2.766,3.077,3.256
5.45,-0.411,-0.411,-0.411,-0.409,-0.406,-0.397,-0.374,-0.324,-0.229,-0.071,0.165,0.484,0.874,1.31,1.769,2.229,2.638,2.933,3.107
5.5,-0.413,-0.412,-0.411,-0.41,-0.407,-0.399,-0.379,-0.337,-0.254,-0.113,0.102,0.4,0.772,1.2,1.659,2.121,2.512,2.714,2.852
5.55,-0.413,-0.412,-0.411,-0.41,-0.407,-0.401,-0.384,-0.347,-0.274,-0.147,0.05,0.328,0.684,1.103,1.562,2.02,2.387,2.583,2.718
5.6,-0.413,-0.412,-0.411,-0.41,-0.408,-0.402,-0.387,-0.355,-0.29,-0.176,0.005,0.266,0.606,1.018,1.475,1.92,2.264,2.454,2.585
5.65,-0.413,-0.412,-0.411,-0.411,-0.409,-0.403,-0.391,-0.362,-0.304,-0.2,-0.033,0.212,0.538,0.942,1.396,1.818,2.146,2.331,2.46
5.7,-0.412,-0.412,-0.412,-0.411,-0.409,-0.404,-0.393,-0.367,-0.315,-0.221,-0.066,0.164,0.478,0.874,1.321,1.715,1.918,2.056,2.16
5.75,-0.412,-0.412,-0.412,-0.411,-0.41,-0.405,-0.395,-0.372,-0.325,-0.239,-0.095,0.122,0.425,0.813,1.245,1.615,1.812,1.947,2.05
5.8,-0.412,-0.412,-0.412,-0.411,-0.41,-0.406,-0.397,-0.376,-0.334,-0.254,-0.12,0.086,0.377,0.758,1.163,1.528,1.723,1.858,1.96
5.85,-0.412,-0.412,-0.412,-0.411,-0.41,-0.407,-0.399,-0.38,-0.341,-0.267,-0.142,0.053,0.334,0.705,1.081,1.449,1.645,1.78,1.883
5.9,-0.412,-0.412,-0.412,-0.411,-0.41,-0.407,-0.4,-0.383,-0.347,-0.279,-0.162,0.024,0.295,0.65,1.005,1.375,1.572,1.707,1.81
5.95,-0.412,-0.412,-0.412,-0.412,-0.411,-0.408,-0.401,-0.386,-0.353,-0.29,-0.179,-0.003,0.26,0.592,0.933,1.317,1.518,1.654,1.758
6.0,-0.412,-0.412,-0.412,-0.412,-0.411,-0.408,-0.402,-0.388,-0.358,-0.299,-0.195,-0.027,0.227,0.535,0.869,1.27,1.475,1.614,1.718
6.1,-0.412,-0.412,-0.412,-0.412,-0.411,-0.409,-0.404,-0.392,-0.366,-0.315,-0.222,-0.068,0.157,0.431,0.769,1.193,1.403,1.545,1.651
6.2,-0.413,-0.413,-0.413,-0.412,-0.412,-0.41,-0.406,-0.396,-0.373,-0.328,-0.245,-0.105,0.091,0.348,0.697,1.115,1.324,1.464,1.57
6.3,-0.413,-0.413,-0.413,-0.413,-0.412,-0.411,-0.407,-0.398,-0.379,-0.339,-0.264,-0.142,0.035,0.289,0.633,1.044,1.251,1.391,1.497
6.4,-0.413,-0.413,-0.413,-0.413,-0.413,-0.411,-0.408,-0.401,-0.383,-0.348,-0.282,-0.173,-0.008,0.24,0.571,0.978,1.184,1.324,1.429
6.5,-0.414,-0.414,-0.414,-0.414,-0.413,-0.412,-0.409,-0.403,-0.388,-0.356,-0.298,-0.2,-0.041,0.194,0.515,0.911,1.115,1.253,1.357
6.6,-0.414,-0.414,-0.414,-0.414,-0.414,-0.413,-0.411,-0.405,-0.391,-0.364,-0.312,-0.22,-0.071,0.152,0.461,0.848,1.049,1.186,1.29
6.7,-0.415,-0.415,-0.415,-0.415,-0.415,-0.414,-0.412,-0.407,-0.395,-0.37,-0.323,-0.238,-0.099,0.113,0.409,0.784,0.982,1.118,1.221
6.8,-0.416,-0.416,-0.416,-0.416,-0.416,-0.415,-0.413,-0.409,-0.398,-0.376,-0.333,-0.255,-0.124,0.075,0.359,0.721,0.916,1.05,1.152
6.9,-0.417,-0.417,-0.417,-0.417,-0.417,-0.416,-0.415,-0.411,-0.402,-0.382,-0.342,-0.27,-0.149,0.038,0.308,0.66,0.852,0.984,1.086
7.0,-0.418,-0.418,-0.418,-0.418,-0.418,-0.418,-0.416,-0.413,-0.405,-0.387,-0.351,-0.285,-0.173,0.002,0.259,0.595,0.782,0.913,1.013
7.1,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.418,-0.415,-0.408,-0.392,-0.36,-0.299,-0.196,-0.033,0.208,0.531,0.714,0.843,0.942
7.2,-0.422,-0.422,-0.422,-0.422,-0.422,-0.422,-0.421,-0.418,-0.412,-0.397,-0.368,-0.313,-0.219,-0.069,0.157,0.464,0.642,0.768,0.865
7.3,-0.425,-0.425,-0.425,-0.425,-0.425,-0.425,-0.424,-0.421,-0.416,-0.403,-0.377,-0.327,-0.242,-0.106,0.104,0.394,0.566,0.689,0.785
7.4,-0.429,-0.429,-0.429,-0.429,-0.428,-0.428,-0.427,-0.425,-0.42,-0.409,-0.386,-0.342,-0.267,-0.145,0.046,0.315,0.48,0.599,0.693
7.5,-0.433,-0.433,-0.433,-0.433,-0.433,-0.432,-0.432,-0.43,-0.426,-0.416,-0.395,-0.358,-0.293,-0.187,-0.016,0.258,0.425,0.545,0.639
7.6,-0.438,-0.438,-0.438,-0.438,-0.438,-0.438,-0.437,-0.436,-0.432,-0.423,-0.406,-0.374,-0.321,-0.233,-0.078,0.16,0.313,0.426,0.515
7.7,-0.445,-0.445,-0.445,-0.444,-0.444,-0.444,-0.444,-0.442,-0.439,-0.432,-0.418,-0.393,-0.355,-0.28,-0.176,0.131,0.309,0.435,0.532
7.8,-0.452,-0.452,-0.452,-0.452,-0.452,-0.452,-0.452,-0.451,-0.448,-0.443,-0.432,-0.416,-0.388,-0.353,-0.199,0.109,0.287,0.413,0.511
7.9,-0.462,-0.462,-0.462,-0.462,-0.462,-0.462,-0.462,-0.461,-0.459,-0.455,-0.449,-0.441,-0.435,-0.405,-0.287,0.05,0.237,0.368,0.468
8.0,-0.475,-0.475,-0.475,-0.475,-0.475,-0.475,-0.475,-0.474,-0.473,-0.471,-0.468,-0.477,-0.473,-0.533,-0.308,0.023,0.209,0.338,0.438
8.1,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999
8.3,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999
8.5,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999
8.7,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999
