logT,logR_-8.0,logR_-7.5,logR_-7.0,logR_-6.5,logR_-6.0,logR_-5.5,logR_-5.0,logR_-4.5,logR_-4.0,logR_-3.5,logR_-3.0,logR_-2.5,logR_-2.0,logR_-1.5,logR_-1.0,logR_-0.5,logR_0.0,logR_0.5,logR_1.0
3.75,-0.887,-1.016,-1.2,-1.405,-1.617,-1.83,-2.035,-2.215,-2.345,-2.389,-2.325,-2.176,-1.968,-1.719,-1.436,-1.108,-0.733,-0.32,0.098
3.8,-0.668,-0.723,-0.786,-0.892,-1.035,-1.197,-1.36,-1.506,-1.606,-1.635,-1.584,-1.457,-1.28,-1.073,-0.844,-0.595,-0.316,0.001,0.361
3.85,-0.678,-0.67,-0.662,-0.659,-0.669,-0.705,-0.762,-0.822,-0.861,-0.86,-0.81,-0.712,-0.574,-0.405,-0.214,-0.003,0.228,0.486,0.773
3.9,-0.691,-0.672,-0.654,-0.62,-0.562,-0.475,-0.373,-0.275,-0.194,-0.123,-0.05,0.035,0.138,0.266,0.417,0.592,0.788,1.009,1.253
3.95,-0.692,-0.676,-0.661,-0.628,-0.56,-0.435,-0.244,0.002,0.254,0.462,0.613,0.727,0.827,0.929,1.045,1.181,1.34,1.524,1.732
4.0,-0.646,-0.65,-0.654,-0.634,-0.577,-0.454,-0.244,0.057,0.419,0.773,1.059,1.265,1.41,1.523,1.628,1.738,1.865,2.014,2.186
4.05,-0.586,-0.592,-0.598,-0.598,-0.569,-0.472,-0.277,0.027,0.419,0.845,1.248,1.58,1.819,1.987,2.114,2.225,2.336,2.458,2.598
4.1,-0.576,-0.569,-0.562,-0.547,-0.514,-0.438,-0.282,-0.015,0.359,0.798,1.254,1.68,2.033,2.296,2.482,2.62,2.736,2.848,2.967
4.15,-0.564,-0.552,-0.54,-0.522,-0.482,-0.395,-0.236,0.005,0.329,0.735,1.189,1.657,2.096,2.461,2.732,2.925,3.069,3.186,3.298
4.2,-0.572,-0.55,-0.529,-0.5,-0.456,-0.372,-0.214,0.033,0.357,0.731,1.147,1.608,2.081,2.519,2.884,3.151,3.342,3.486,3.605
4.25,-0.575,-0.553,-0.532,-0.501,-0.45,-0.359,-0.206,0.031,0.355,0.745,1.163,1.6,2.058,2.527,2.96,3.307,3.562,3.75,3.894
