logT,logR_-8.0,logR_-7.5,logR_-7.0,logR_-6.5,logR_-6.0,logR_-5.5,logR_-5.0,logR_-4.5,logR_-4.0,logR_-3.5,logR_-3.0,logR_-2.5,logR_-2.0,logR_-1.5,logR_-1.0,logR_-0.5,logR_0.0,logR_0.5,logR_1.0
3.75,-0.446,-0.87,-1.068,-1.28,-1.496,-1.71,-1.909,-2.074,-2.176,-2.181,-2.09,-1.935,-1.741,-1.53,-1.311,-1.085,-0.853,-0.615,-0.373
3.8,-0.447,-0.519,-0.605,-0.733,-0.888,-1.053,-1.214,-1.346,-1.421,-1.424,-1.347,-1.207,-1.034,-0.843,-0.642,-0.434,-0.215,0.012,0.246
3.85,-0.446,-0.444,-0.442,-0.444,-0.463,-0.509,-0.57,-0.625,-0.653,-0.638,-0.574,-0.469,-0.331,-0.172,-0.0,0.183,0.378,0.585,0.805
3.9,-0.455,-0.439,-0.424,-0.388,-0.316,-0.213,-0.105,-0.014,0.058,0.123,0.192,0.275,0.375,0.494,0.629,0.779,0.943,1.124,1.321
3.95,-0.453,-0.44,-0.427,-0.392,-0.31,-0.157,0.07,0.334,0.57,0.747,0.872,0.967,1.054,1.145,1.245,1.358,1.489,1.638,1.807
4.0,-0.448,-0.439,-0.43,-0.401,-0.328,-0.179,0.068,0.405,0.778,1.11,1.355,1.526,1.645,1.735,1.817,1.905,2.006,2.126,2.267
4.05,-0.438,-0.432,-0.426,-0.405,-0.346,-0.215,0.017,0.354,0.767,1.196,1.586,1.884,2.08,2.213,2.312,2.396,2.482,2.581,2.7
4.1,-0.436,-0.429,-0.422,-0.403,-0.354,-0.243,-0.039,0.272,0.676,1.134,1.606,2.019,2.338,2.56,2.707,2.816,2.907,2.999,3.105
4.15,-0.432,-0.426,-0.42,-0.404,-0.361,-0.264,-0.083,0.197,0.577,1.032,1.522,2.009,2.441,2.771,3.0,3.159,3.277,3.377,3.48
4.2,-0.43,-0.423,-0.416,-0.402,-0.365,-0.281,-0.12,0.139,0.499,0.939,1.432,1.947,2.441,2.871,3.202,3.43,3.593,3.718,3.828
4.25,-0.431,-0.42,-0.409,-0.394,-0.362,-0.289,-0.147,0.091,0.436,0.875,1.365,1.886,2.405,2.906,3.324,3.635,3.858,4.023,4.152
4.3,-0.435,-0.419,-0.404,-0.384,-0.351,-0.286,-0.158,0.063,0.396,0.831,1.327,1.85,2.381,2.917,3.396,3.788,4.075,4.287,4.451
4.35,-0.438,-0.42,-0.403,-0.375,-0.336,-0.271,-0.151,0.057,0.381,0.812,1.308,1.835,2.385,2.932,3.451,3.903,4.255,4.514,4.718
4.4,-0.435,-0.419,-0.404,-0.369,-0.319,-0.248,-0.13,0.073,0.391,0.821,1.318,1.852,2.398,2.963,3.51,4.003,4.408,4.713,4.945
4.45,-0.428,-0.415,-0.402,-0.368,-0.307,-0.222,-0.097,0.106,0.425,0.856,1.355,1.89,2.442,3.016,3.577,4.098,4.54,4.884,5.142
4.5,-0.427,-0.414,-0.401,-0.367,-0.301,-0.198,-0.056,0.157,0.481,0.913,1.416,1.949,2.506,3.08,3.651,4.189,4.652,5.022,5.298
4.55,-0.425,-0.416,-0.407,-0.376,-0.312,-0.195,-0.022,0.216,0.551,0.988,1.491,2.022,2.579,3.147,3.72,4.262,4.734,5.115,5.392
4.6,-0.425,-0.417,-0.409,-0.384,-0.327,-0.212,-0.022,0.254,0.62,1.065,1.565,2.092,2.641,3.198,3.76,4.293,4.76,5.14,5.412
4.65,-0.425,-0.418,-0.411,-0.39,-0.341,-0.236,-0.048,0.239,0.633,1.104,1.609,2.131,2.666,3.206,3.747,4.26,4.716,5.091,5.363
4.7,-0.424,-0.418,-0.412,-0.395,-0.354,-0.261,-0.085,0.195,0.585,1.059,1.577,2.106,2.634,3.159,3.679,4.172,4.617,4.989,5.267
4.75,-0.424,-0.418,-0.412,-0.397,-0.363,-0.282,-0.123,0.139,0.511,0.97,1.479,2.013,2.548,3.073,3.582,4.063,4.5,4.869,5.153
4.8,-0.423,-0.418,-0.413,-0.399,-0.367,-0.297,-0.155,0.085,0.435,0.877,1.374,1.901,2.441,2.976,3.485,3.961,4.391,4.752,5.036
4.85,-0.424,-0.419,-0.414,-0.401,-0.371,-0.306,-0.179,0.041,0.371,0.797,1.286,1.806,2.346,2.888,3.406,3.882,4.304,4.652,4.927
4.9,-0.423,-0.419,-0.415,-0.403,-0.375,-0.312,-0.193,0.012,0.324,0.739,1.222,1.741,2.278,2.824,3.347,3.827,4.237,4.566,4.823
4.95,-0.426,-0.421,-0.416,-0.406,-0.38,-0.32,-0.204,-0.007,0.296,0.703,1.183,1.7,2.237,2.78,3.307,3.784,4.179,4.483,4.715
5.0,-0.426,-0.422,-0.418,-0.408,-0.387,-0.332,-0.218,-0.023,0.278,0.683,1.161,1.676,2.208,2.747,3.269,3.738,4.113,4.391,4.598
5.05,-0.426,-0.422,-0.418,-0.41,-0.392,-0.345,-0.239,-0.046,0.255,0.662,1.138,1.649,2.174,2.702,3.212,3.663,4.019,4.277,4.471
5.1,-0.424,-0.422,-0.42,-0.412,-0.398,-0.357,-0.264,-0.08,0.215,0.618,1.089,1.592,2.107,2.618,3.108,3.542,3.886,4.14,4.334
