logT,logR_-8.0,logR_-7.5,logR_-7.0,logR_-6.5,logR_-6.0,logR_-5.5,logR_-5.0,logR_-4.5,logR_-4.0,logR_-3.5,logR_-3.0,logR_-2.5,logR_-2.0,logR_-1.5,logR_-1.0,logR_-0.5,logR_0.0,logR_0.5,logR_1.0
3.75,-1.165,-1.28,-1.436,-1.623,-1.827,-2.036,-2.242,-2.434,-2.592,-2.687,-2.675,-2.549,-2.329,-2.032,-1.668,-1.241,-0.782,-0.324,0.106
3.8,-1.048,-1.079,-1.112,-1.183,-1.298,-1.445,-1.607,-1.765,-1.895,-1.967,-1.959,-1.865,-1.697,-1.479,-1.223,-0.926,-0.572,-0.154,0.302
3.85,-1.064,-1.053,-1.042,-1.033,-1.031,-1.047,-1.089,-1.146,-1.197,-1.218,-1.193,-1.113,-0.987,-0.822,-0.626,-0.401,-0.143,0.162,0.528
3.9,-1.079,-1.06,-1.042,-1.015,-0.973,-0.907,-0.817,-0.715,-0.619,-0.535,-0.456,-0.369,-0.266,-0.14,0.012,0.191,0.396,0.635,0.913
3.95,-1.055,-1.051,-1.047,-1.024,-0.978,-0.891,-0.749,-0.544,-0.292,-0.047,0.152,0.299,0.419,0.532,0.655,0.797,0.965,1.16,1.385
4.0,-0.869,-0.918,-0.973,-0.998,-0.979,-0.906,-0.757,-0.518,-0.196,0.169,0.511,0.781,0.978,1.124,1.25,1.376,1.516,1.677,1.863
4.05,-0.768,-0.787,-0.807,-0.843,-0.874,-0.859,-0.755,-0.534,-0.2,0.208,0.635,1.024,1.337,1.566,1.737,1.877,2.01,2.15,2.305
4.1,-0.758,-0.752,-0.746,-0.737,-0.723,-0.693,-0.621,-0.467,-0.195,0.187,0.629,1.08,1.492,1.826,2.077,2.263,2.414,2.55,2.688
4.15,-0.747,-0.73,-0.714,-0.696,-0.664,-0.594,-0.467,-0.281,-0.046,0.251,0.626,1.064,1.519,1.938,2.277,2.531,2.721,2.872,3.006
4.2,-0.757,-0.729,-0.703,-0.67,-0.624,-0.548,-0.405,-0.176,0.118,0.43,0.749,1.107,1.524,1.967,2.374,2.705,2.949,3.132,3.278
4.25,-0.755,-0.732,-0.71,-0.675,-0.62,-0.528,-0.377,-0.147,0.165,0.529,0.9,1.252,1.61,2.005,2.424,2.808,3.115,3.343,3.517
4.3,-0.739,-0.72,-0.702,-0.672,-0.621,-0.532,-0.376,-0.134,0.185,0.564,0.976,1.387,1.768,2.131,2.509,2.892,3.241,3.519,3.732
4.35,-0.708,-0.695,-0.682,-0.655,-0.608,-0.526,-0.382,-0.149,0.177,0.574,1.009,1.456,1.891,2.291,2.657,3.013,3.364,3.677,3.928
