logT,logR_-8.0,logR_-7.5,logR_-7.0,logR_-6.5,logR_-6.0,logR_-5.5,logR_-5.0,logR_-4.5,logR_-4.0,logR_-3.5,logR_-3.0,logR_-2.5,logR_-2.0,logR_-1.5,logR_-1.0,logR_-0.5,logR_0.0,logR_0.5,logR_1.0
3.75,-0.795,-0.927,-1.118,-1.327,-1.541,-1.755,-1.956,-2.128,-2.241,-2.261,-2.179,-2.024,-1.82,-1.588,-1.335,-1.058,-0.749,-0.402,-0.025
3.8,-0.533,-0.598,-0.674,-0.793,-0.943,-1.107,-1.269,-1.407,-1.492,-1.504,-1.436,-1.299,-1.119,-0.916,-0.697,-0.463,-0.211,0.064,0.366
3.85,-0.537,-0.531,-0.525,-0.525,-0.541,-0.584,-0.645,-0.702,-0.734,-0.724,-0.665,-0.56,-0.418,-0.25,-0.062,0.142,0.363,0.603,0.865
3.9,-0.551,-0.531,-0.512,-0.475,-0.409,-0.315,-0.21,-0.117,-0.041,0.027,0.098,0.184,0.288,0.415,0.564,0.733,0.922,1.133,1.364
3.95,-0.554,-0.536,-0.519,-0.482,-0.403,-0.261,-0.051,0.205,0.448,0.638,0.774,0.879,0.973,1.071,1.183,1.313,1.465,1.639,1.837
4.0,-0.534,-0.527,-0.52,-0.492,-0.422,-0.281,-0.047,0.276,0.644,0.985,1.247,1.43,1.559,1.661,1.757,1.86,1.979,2.119,2.281
4.05,-0.499,-0.498,-0.497,-0.483,-0.432,-0.31,-0.088,0.241,0.647,1.074,1.463,1.769,1.982,2.131,2.243,2.342,2.443,2.556,2.688
4.1,-0.492,-0.484,-0.476,-0.458,-0.413,-0.314,-0.124,0.176,0.574,1.023,1.479,1.891,2.221,2.46,2.623,2.745,2.849,2.951,3.063
4.15,-0.482,-0.471,-0.46,-0.441,-0.398,-0.302,-0.128,0.14,0.501,0.936,1.406,1.877,2.306,2.649,2.895,3.068,3.196,3.304,3.41
4.2,-0.487,-0.468,-0.45,-0.425,-0.382,-0.294,-0.13,0.126,0.469,0.876,1.332,1.818,2.298,2.729,3.074,3.316,3.49,3.623,3.736
