logT,logR_-8.0,logR_-7.5,logR_-7.0,logR_-6.5,logR_-6.0,logR_-5.5,logR_-5.0,logR_-4.5,logR_-4.0,logR_-3.5,logR_-3.0,logR_-2.5,logR_-2.0,logR_-1.5,logR_-1.0,logR_-0.5,logR_0.0,logR_0.5,logR_1.0
3.75,-0.748,-0.882,-1.076,-1.285,-1.498,-1.709,-1.905,-2.068,-2.166,-2.164,-2.06,-1.88,-1.647,-1.375,-1.059,-0.693,-0.282,0.144,0.557
3.8,-0.469,-0.537,-0.618,-0.741,-0.894,-1.058,-1.217,-1.347,-1.419,-1.414,-1.329,-1.177,-0.984,-0.764,-0.522,-0.253,0.053,0.406,0.797
3.85,-0.467,-0.46,-0.453,-0.454,-0.474,-0.52,-0.581,-0.634,-0.658,-0.637,-0.565,-0.448,-0.295,-0.115,0.087,0.309,0.556,0.834,1.147
3.9,-0.484,-0.459,-0.435,-0.392,-0.322,-0.226,-0.124,-0.032,0.044,0.115,0.192,0.285,0.399,0.538,0.701,0.887,1.097,1.332,1.593
3.95,-0.489,-0.466,-0.444,-0.398,-0.307,-0.155,0.061,0.318,0.555,0.739,0.872,0.979,1.079,1.188,1.313,1.461,1.633,1.831,2.054
4.0,-0.48,-0.464,-0.449,-0.411,-0.328,-0.17,0.08,0.413,0.78,1.111,1.363,1.542,1.671,1.78,1.888,2.007,2.146,2.307,2.492
4.05,-0.455,-0.446,-0.437,-0.411,-0.343,-0.201,0.044,0.392,0.806,1.23,1.608,1.902,2.109,2.259,2.379,2.49,2.607,2.74,2.89
4.1,-0.442,-0.43,-0.418,-0.394,-0.337,-0.216,0.003,0.331,0.746,1.2,1.651,2.051,2.367,2.597,2.761,2.89,3.005,3.121,3.247
4.15,-0.424,-0.41,-0.396,-0.372,-0.32,-0.21,-0.012,0.286,0.675,1.124,1.597,2.061,2.474,2.801,3.037,3.207,3.339,3.454,3.569
4.2,-0.432,-0.405,-0.38,-0.347,-0.294,-0.192,-0.011,0.267,0.632,1.059,1.527,2.014,2.484,2.896,3.222,3.453,3.622,3.754,3.87
4.25,-0.436,-0.409,-0.384,-0.347,-0.284,-0.176,-0.002,0.255,0.601,1.019,1.478,1.965,2.454,2.925,3.328,3.635,3.859,4.027,4.159
4.3,-0.426,-0.402,-0.379,-0.343,-0.284,-0.177,0.002,0.261,0.599,1.008,1.466,1.949,2.44,2.935,3.389,3.769,4.054,4.268,4.433
4.35,-0.414,-0.389,-0.365,-0.328,-0.271,-0.174,-0.007,0.251,0.598,1.014,1.473,1.957,2.458,2.957,3.438,3.87,4.218,4.478,4.681
4.4,-0.406,-0.377,-0.35,-0.306,-0.244,-0.15,0.005,0.248,0.593,1.023,1.498,1.995,2.494,3.002,3.499,3.962,4.358,4.664,4.897
4.45,-0.405,-0.373,-0.343,-0.291,-0.213,-0.104,0.053,0.287,0.62,1.044,1.53,2.044,2.556,3.071,3.574,4.056,4.483,4.827,5.088
4.5,-0.395,-0.364,-0.335,-0.281,-0.19,-0.058,0.12,0.361,0.689,1.101,1.579,2.094,2.623,3.147,3.657,4.151,4.596,4.964,5.243
4.55,-0.39,-0.361,-0.334,-0.283,-0.194,-0.046,0.165,0.437,0.779,1.191,1.657,2.157,2.688,3.218,3.736,4.235,4.687,5.066,5.347
4.6,-0.394,-0.362,-0.332,-0.28,-0.193,-0.047,0.178,0.483,0.858,1.285,1.749,2.236,2.75,3.275,3.794,4.289,4.736,5.113,5.387
4.65,-0.392,-0.364,-0.338,-0.291,-0.206,-0.057,0.174,0.493,0.892,1.346,1.821,2.305,2.801,3.309,3.816,4.296,4.729,5.094,5.363
4.7,-0.386,-0.361,-0.337,-0.297,-0.222,-0.082,0.151,0.479,0.887,1.351,1.842,2.336,2.825,3.314,3.8,4.26,4.673,5.024,5.291
4.75,-0.386,-0.361,-0.337,-0.295,-0.227,-0.101,0.118,0.445,0.858,1.323,1.815,2.317,2.811,3.291,3.758,4.196,4.591,4.929,5.197
4.8,-0.381,-0.358,-0.336,-0.299,-0.232,-0.113,0.089,0.396,0.802,1.267,1.762,2.266,2.766,3.249,3.706,4.128,4.505,4.832,5.098
4.85,-0.371,-0.347,-0.324,-0.288,-0.227,-0.117,0.076,0.367,0.751,1.207,1.703,2.211,2.714,3.199,3.656,4.071,4.435,4.748,5.007
4.9,-0.352,-0.329,-0.307,-0.272,-0.213,-0.11,0.07,0.348,0.716,1.154,1.644,2.158,2.666,3.153,3.612,4.026,4.38,4.678,4.922
4.95,-0.322,-0.299,-0.277,-0.244,-0.187,-0.087,0.085,0.349,0.704,1.13,1.606,2.115,2.628,3.118,3.577,3.99,4.335,4.614,4.835
