logT,logR_-8.0,logR_-7.5,logR_-7.0,logR_-6.5,logR_-6.0,logR_-5.5,logR_-5.0,logR_-4.5,logR_-4.0,logR_-3.5,logR_-3.0,logR_-2.5,logR_-2.0,logR_-1.5,logR_-1.0,logR_-0.5,logR_0.0,logR_0.5,logR_1.0
3.75,-0.989,-1.113,-1.287,-1.485,-1.695,-1.906,-2.111,-2.295,-2.436,-2.497,-2.447,-2.298,-2.071,-1.784,-1.441,-1.037,-0.595,-0.147,0.277
3.8,-0.812,-0.856,-0.905,-0.998,-1.131,-1.289,-1.452,-1.603,-1.715,-1.758,-1.72,-1.601,-1.422,-1.204,-0.955,-0.671,-0.338,0.053,0.485
3.85,-0.823,-0.814,-0.805,-0.799,-0.803,-0.831,-0.883,-0.943,-0.986,-0.992,-0.949,-0.855,-0.718,-0.547,-0.349,-0.126,0.126,0.418,0.76
3.9,-0.84,-0.819,-0.799,-0.768,-0.716,-0.638,-0.539,-0.438,-0.351,-0.274,-0.197,-0.11,-0.004,0.126,0.282,0.463,0.67,0.906,1.176
3.95,-0.834,-0.821,-0.808,-0.777,-0.716,-0.607,-0.434,-0.203,0.053,0.278,0.448,0.575,0.684,0.793,0.915,1.059,1.228,1.423,1.647
4.0,-0.746,-0.765,-0.785,-0.776,-0.73,-0.625,-0.436,-0.157,0.193,0.555,0.866,1.096,1.262,1.39,1.505,1.627,1.765,1.926,2.111
4.05,-0.664,-0.676,-0.688,-0.702,-0.694,-0.625,-0.459,-0.181,0.194,0.618,1.033,1.389,1.658,1.851,1.997,2.123,2.248,2.383,2.535
4.1,-0.653,-0.646,-0.639,-0.626,-0.6,-0.542,-0.418,-0.189,0.156,0.581,1.037,1.475,1.853,2.144,2.356,2.515,2.649,2.775,2.906
4.15,-0.638,-0.624,-0.61,-0.591,-0.553,-0.472,-0.324,-0.104,0.188,0.558,0.992,1.455,1.903,2.29,2.587,2.804,2.967,3.101,3.224
4.2,-0.651,-0.623,-0.597,-0.564,-0.517,-0.433,-0.278,-0.035,0.278,0.625,1.003,1.431,1.891,2.335,2.715,3.007,3.218,3.377,3.507
4.25,-0.65,-0.626,-0.603,-0.567,-0.51,-0.414,-0.256,-0.018,0.303,0.681,1.076,1.475,1.898,2.344,2.776,3.138,3.411,3.613,3.768
4.3,-0.637,-0.616,-0.596,-0.563,-0.51,-0.416,-0.253,-0.006,0.318,0.704,1.128,1.559,1.975,2.396,2.826,3.228,3.562,3.814,4.009
4.35,-0.616,-0.597,-0.579,-0.548,-0.497,-0.411,-0.26,-0.02,0.313,0.714,1.156,1.612,2.064,2.496,2.911,3.318,3.689,3.992,4.225
