logT,logR_-8.0,logR_-7.5,logR_-7.0,logR_-6.5,logR_-6.0,logR_-5.5,logR_-5.0,logR_-4.5,logR_-4.0,logR_-3.5,logR_-3.0,logR_-2.5,logR_-2.0,logR_-1.5,logR_-1.0,logR_-0.5,logR_0.0,logR_0.5,logR_1.0
3.75,-0.401,-0.841,-1.041,-1.254,-1.47,-1.683,-1.88,-2.041,-2.136,-2.131,-2.033,-1.873,-1.677,-1.465,-1.246,-1.019,-0.786,-0.548,-0.306
3.8,-0.404,-0.479,-0.569,-0.7,-0.857,-1.023,-1.182,-1.31,-1.379,-1.375,-1.291,-1.147,-0.971,-0.78,-0.578,-0.369,-0.149,0.079,0.313
3.85,-0.4,-0.398,-0.396,-0.399,-0.421,-0.468,-0.53,-0.584,-0.608,-0.589,-0.521,-0.412,-0.271,-0.111,0.062,0.246,0.442,0.65,0.871
3.9,-0.409,-0.392,-0.376,-0.337,-0.262,-0.157,-0.05,0.039,0.11,0.175,0.245,0.329,0.431,0.551,0.688,0.839,1.005,1.187,1.386
3.95,-0.407,-0.393,-0.379,-0.341,-0.253,-0.093,0.139,0.403,0.635,0.806,0.927,1.021,1.108,1.199,1.3,1.415,1.547,1.698,1.869
4.0,-0.407,-0.395,-0.383,-0.351,-0.273,-0.115,0.141,0.485,0.857,1.182,1.419,1.584,1.7,1.788,1.87,1.959,2.062,2.183,2.327
4.05,-0.404,-0.395,-0.386,-0.36,-0.294,-0.153,0.089,0.434,0.852,1.28,1.664,1.951,2.14,2.269,2.365,2.449,2.536,2.637,2.758
4.1,-0.403,-0.395,-0.387,-0.366,-0.311,-0.19,0.026,0.349,0.761,1.223,1.693,2.098,2.408,2.622,2.764,2.87,2.961,3.053,3.162
4.15,-0.4,-0.393,-0.386,-0.369,-0.323,-0.22,-0.03,0.264,0.657,1.119,1.612,2.098,2.521,2.842,3.063,3.217,3.332,3.432,3.536
4.2,-0.396,-0.389,-0.382,-0.367,-0.329,-0.241,-0.075,0.191,0.564,1.018,1.52,2.038,2.528,2.951,3.272,3.492,3.651,3.774,3.884
4.25,-0.398,-0.387,-0.376,-0.36,-0.326,-0.25,-0.104,0.139,0.491,0.939,1.442,1.973,2.495,2.993,3.402,3.704,3.921,4.081,4.208
4.3,-0.404,-0.387,-0.371,-0.35,-0.316,-0.247,-0.115,0.11,0.448,0.888,1.393,1.925,2.467,3.005,3.48,3.863,4.142,4.349,4.51
4.35,-0.406,-0.388,-0.371,-0.342,-0.301,-0.234,-0.11,0.103,0.433,0.869,1.369,1.903,2.461,3.016,3.537,3.983,4.327,4.58,4.779
4.4,-0.408,-0.39,-0.373,-0.339,-0.287,-0.213,-0.091,0.118,0.443,0.877,1.378,1.916,2.467,3.041,3.592,4.083,4.482,4.78,5.009
4.45,-0.408,-0.392,-0.377,-0.342,-0.281,-0.192,-0.062,0.149,0.475,0.911,1.415,1.952,2.508,3.086,3.651,4.174,4.612,4.95,5.203
4.5,-0.407,-0.394,-0.381,-0.349,-0.283,-0.18,-0.032,0.191,0.524,0.964,1.471,2.007,2.567,3.142,3.714,4.251,4.712,5.078,5.349
4.55,-0.405,-0.395,-0.385,-0.358,-0.294,-0.181,-0.014,0.229,0.577,1.025,1.533,2.067,2.625,3.191,3.759,4.295,4.763,5.143,5.418
4.6,-0.404,-0.396,-0.388,-0.365,-0.308,-0.195,-0.014,0.25,0.616,1.071,1.579,2.109,2.656,3.207,3.758,4.278,4.739,5.121,5.401
4.65,-0.403,-0.397,-0.391,-0.372,-0.323,-0.218,-0.035,0.241,0.618,1.077,1.578,2.1,2.63,3.161,3.687,4.185,4.635,5.018,5.309
4.7,-0.403,-0.398,-0.393,-0.377,-0.336,-0.243,-0.07,0.202,0.575,1.025,1.515,2.024,2.537,3.049,3.553,4.035,4.478,4.864,5.172
4.75,-0.402,-0.398,-0.394,-0.382,-0.348,-0.268,-0.112,0.141,0.494,0.924,1.399,1.893,2.394,2.893,3.385,3.857,4.299,4.691,5.018
4.8,-0.403,-0.399,-0.395,-0.386,-0.358,-0.29,-0.154,0.073,0.396,0.799,1.254,1.737,2.229,2.721,3.206,3.675,4.116,4.516,4.858
4.85,-0.402,-0.399,-0.396,-0.388,-0.366,-0.309,-0.192,0.007,0.296,0.668,1.103,1.574,2.06,2.548,3.03,3.497,3.94,4.347,4.7
4.9,-0.403,-0.4,-0.397,-0.391,-0.372,-0.325,-0.226,-0.054,0.203,0.545,0.958,1.417,1.897,2.382,2.861,3.328,3.773,4.186,4.549
4.95,-0.402,-0.4,-0.398,-0.393,-0.377,-0.338,-0.255,-0.107,0.121,0.434,0.825,1.27,1.743,2.224,2.703,3.169,3.616,4.035,4.404
5.0,-0.402,-0.4,-0.398,-0.394,-0.381,-0.349,-0.279,-0.151,0.05,0.336,0.704,1.134,1.599,2.077,2.554,3.02,3.469,3.893,4.264
5.05,-0.401,-0.4,-0.399,-0.395,-0.385,-0.358,-0.298,-0.189,-0.011,0.25,0.595,1.009,1.465,1.939,2.414,2.88,3.332,3.761,4.128
5.1,-0.401,-0.4,-0.399,-0.396,-0.387,-0.365,-0.314,-0.22,-0.062,0.176,0.498,0.895,1.341,1.81,2.283,2.749,3.205,3.635,3.998
5.15,-0.401,-0.4,-0.399,-0.397,-0.389,-0.37,-0.328,-0.246,-0.106,0.111,0.412,0.791,1.226,1.69,2.16,2.628,3.086,3.518,3.856
5.2,-0.4,-0.4,-0.4,-0.397,-0.391,-0.375,-0.339,-0.267,-0.142,0.055,0.336,0.697,1.12,1.577,2.044,2.514,2.976,3.403,3.707
5.25,-0.4,-0.4,-0.4,-0.398,-0.393,-0.379,-0.348,-0.285,-0.174,0.006,0.268,0.612,1.022,1.472,1.937,2.409,2.873,3.286,3.552
5.3,-0.4,-0.4,-0.4,-0.398,-0.394,-0.382,-0.355,-0.3,-0.2,-0.036,0.208,0.535,0.931,1.373,1.837,2.311,2.777,3.163,3.396
5.35,-0.402,-0.401,-0.4,-0.399,-0.395,-0.385,-0.361,-0.313,-0.223,-0.072,0.155,0.465,0.848,1.281,1.744,2.222,2.683,3.034,3.226
5.4,-0.402,-0.401,-0.4,-0.399,-0.396,-0.387,-0.366,-0.324,-0.242,-0.105,0.107,0.401,0.771,1.195,1.658,2.138,2.587,2.901,3.081
5.45,-0.402,-0.401,-0.4,-0.399,-0.396,-0.389,-0.371,-0.333,-0.259,-0.132,0.065,0.344,0.699,1.116,1.579,2.06,2.484,2.766,2.936
5.5,-0.402,-0.401,-0.4,-0.399,-0.397,-0.39,-0.374,-0.34,-0.274,-0.157,0.027,0.291,0.634,1.044,1.507,1.984,2.376,2.579,2.716
5.55,-0.402,-0.401,-0.4,-0.4,-0.397,-0.392,-0.377,-0.347,-0.286,-0.179,-0.007,0.244,0.573,0.978,1.439,1.907,2.263,2.456,2.589
5.6,-0.401,-0.401,-0.401,-0.4,-0.398,-0.393,-0.38,-0.352,-0.297,-0.198,-0.037,0.2,0.518,0.917,1.377,1.823,2.15,2.334,2.463
5.65,-0.401,-0.401,-0.401,-0.4,-0.398,-0.394,-0.382,-0.357,-0.307,-0.215,-0.064,0.161,0.468,0.861,1.317,1.733,2.039,2.217,2.342
5.7,-0.401,-0.401,-0.401,-0.4,-0.399,-0.394,-0.384,-0.362,-0.315,-0.23,-0.089,0.125,0.423,0.809,1.255,1.638,1.838,1.975,2.079
5.75,-0.401,-0.401,-0.401,-0.4,-0.399,-0.395,-0.386,-0.365,-0.323,-0.244,-0.111,0.092,0.381,0.761,1.188,1.544,1.737,1.87,1.972
5.8,-0.401,-0.401,-0.401,-0.4,-0.399,-0.396,-0.388,-0.369,-0.33,-0.256,-0.131,0.063,0.342,0.717,1.112,1.467,1.66,1.793,1.894
5.85,-0.401,-0.401,-0.401,-0.4,-0.399,-0.396,-0.389,-0.372,-0.336,-0.267,-0.15,0.036,0.307,0.672,1.035,1.395,1.589,1.723,1.825
5.9,-0.401,-0.401,-0.401,-0.401,-0.4,-0.397,-0.39,-0.374,-0.341,-0.277,-0.166,0.011,0.274,0.621,0.964,1.329,1.524,1.659,1.761
5.95,-0.401,-0.401,-0.401,-0.401,-0.4,-0.397,-0.391,-0.377,-0.346,-0.286,-0.181,-0.011,0.245,0.567,0.897,1.281,1.482,1.618,1.722
6.0,-0.401,-0.401,-0.401,-0.401,-0.4,-0.398,-0.392,-0.379,-0.35,-0.294,-0.195,-0.032,0.215,0.513,0.838,1.244,1.45,1.589,1.695
6.1,-0.401,-0.401,-0.401,-0.401,-0.4,-0.398,-0.394,-0.382,-0.357,-0.308,-0.219,-0.069,0.15,0.414,0.75,1.183,1.395,1.538,1.644
6.2,-0.402,-0.402,-0.402,-0.401,-0.401,-0.399,-0.395,-0.385,-0.364,-0.32,-0.239,-0.104,0.087,0.338,0.689,1.113,1.323,1.465,1.571
6.3,-0.402,-0.402,-0.402,-0.402,-0.401,-0.4,-0.396,-0.388,-0.369,-0.33,-0.257,-0.138,0.034,0.285,0.632,1.046,1.254,1.394,1.5
6.4,-0.402,-0.402,-0.402,-0.402,-0.402,-0.401,-0.398,-0.39,-0.373,-0.339,-0.274,-0.169,-0.005,0.242,0.574,0.982,1.189,1.328,1.433
6.5,-0.403,-0.403,-0.403,-0.403,-0.402,-0.401,-0.399,-0.392,-0.377,-0.347,-0.29,-0.193,-0.036,0.199,0.519,0.915,1.119,1.257,1.361
6.6,-0.403,-0.403,-0.403,-0.403,-0.403,-0.402,-0.4,-0.394,-0.381,-0.354,-0.303,-0.213,-0.064,0.158,0.466,0.852,1.053,1.19,1.294
6.7,-0.404,-0.404,-0.404,-0.404,-0.404,-0.403,-0.401,-0.396,-0.384,-0.36,-0.314,-0.23,-0.091,0.119,0.415,0.789,0.987,1.122,1.225
6.8,-0.405,-0.405,-0.405,-0.405,-0.405,-0.404,-0.402,-0.398,-0.388,-0.366,-0.324,-0.246,-0.116,0.082,0.364,0.726,0.921,1.055,1.157
6.9,-0.406,-0.406,-0.406,-0.406,-0.406,-0.405,-0.404,-0.4,-0.391,-0.372,-0.332,-0.261,-0.141,0.046,0.314,0.665,0.857,0.989,1.09
7.0,-0.407,-0.407,-0.407,-0.407,-0.407,-0.407,-0.405,-0.402,-0.394,-0.377,-0.341,-0.275,-0.164,0.01,0.265,0.6,0.787,0.917,1.017
7.1,-0.409,-0.409,-0.409,-0.409,-0.409,-0.409,-0.407,-0.405,-0.397,-0.382,-0.349,-0.29,-0.187,-0.025,0.215,0.537,0.72,0.848,0.947
7.2,-0.412,-0.412,-0.412,-0.411,-0.411,-0.411,-0.41,-0.407,-0.401,-0.387,-0.358,-0.303,-0.21,-0.061,0.163,0.47,0.648,0.774,0.871
7.3,-0.414,-0.414,-0.414,-0.414,-0.414,-0.414,-0.413,-0.411,-0.405,-0.392,-0.366,-0.317,-0.233,-0.099,0.111,0.4,0.572,0.695,0.791
7.4,-0.418,-0.418,-0.418,-0.418,-0.417,-0.417,-0.416,-0.414,-0.409,-0.398,-0.375,-0.332,-0.258,-0.137,0.053,0.321,0.485,0.605,0.698
7.5,-0.422,-0.422,-0.422,-0.422,-0.422,-0.422,-0.421,-0.419,-0.415,-0.405,-0.385,-0.348,-0.284,-0.179,-0.01,0.265,0.432,0.552,0.647
7.6,-0.427,-0.427,-0.427,-0.427,-0.427,-0.427,-0.426,-0.425,-0.421,-0.413,-0.396,-0.364,-0.313,-0.226,-0.071,0.166,0.318,0.431,0.52
7.7,-0.434,-0.434,-0.434,-0.434,-0.433,-0.433,-0.433,-0.432,-0.428,-0.422,-0.408,-0.383,-0.346,-0.273,-0.171,0.143,0.323,0.45,0.549
7.8,-0.442,-0.442,-0.442,-0.442,-0.442,-0.441,-0.441,-0.44,-0.437,-0.432,-0.422,-0.406,-0.38,-0.347,-0.189,0.119,0.297,0.423,0.521
7.9,-0.453,-0.452,-0.451,-0.451,-0.451,-0.451,-0.451,-0.45,-0.448,-0.445,-0.439,-0.432,-0.427,-0.398,-0.279,0.064,0.253,0.385,0.485
8.0,-0.464,-0.464,-0.464,-0.464,-0.464,-0.464,-0.464,-0.463,-0.462,-0.461,-0.458,-0.468,-0.465,-0.529,-0.294,0.032,0.216,0.345,0.444
