logT,logR_-8.0,logR_-7.5,logR_-7.0,logR_-6.5,logR_-6.0,logR_-5.5,logR_-5.0,logR_-4.5,logR_-4.0,logR_-3.5,logR_-3.0,logR_-2.5,logR_-2.0,logR_-1.5,logR_-1.0,logR_-0.5,logR_0.0,logR_0.5,logR_1.0
3.75,-0.875,-1.003,-1.185,-1.387,-1.596,-1.803,-2.0,-2.168,-2.28,-2.294,-2.193,-1.993,-1.712,-1.362,-0.947,-0.49,-0.03,0.408,0.804
3.8,-0.649,-0.704,-0.767,-0.873,-1.016,-1.176,-1.336,-1.475,-1.563,-1.573,-1.498,-1.345,-1.137,-0.889,-0.603,-0.262,0.143,0.596,1.045
3.85,-0.655,-0.646,-0.637,-0.633,-0.644,-0.681,-0.736,-0.791,-0.82,-0.806,-0.739,-0.623,-0.467,-0.277,-0.06,0.19,0.483,0.836,1.242
3.9,-0.676,-0.649,-0.624,-0.585,-0.525,-0.439,-0.338,-0.24,-0.154,-0.076,0.008,0.106,0.226,0.371,0.543,0.741,0.972,1.241,1.555
3.95,-0.678,-0.656,-0.635,-0.593,-0.516,-0.385,-0.193,0.052,0.304,0.513,0.669,0.792,0.904,1.022,1.159,1.319,1.507,1.725,1.975
4.0,-0.639,-0.635,-0.631,-0.602,-0.534,-0.399,-0.178,0.13,0.491,0.843,1.129,1.339,1.493,1.62,1.744,1.879,2.034,2.214,2.419
4.05,-0.58,-0.58,-0.58,-0.571,-0.528,-0.416,-0.204,0.115,0.516,0.945,1.346,1.677,1.922,2.102,2.246,2.378,2.514,2.664,2.833
4.1,-0.56,-0.55,-0.54,-0.519,-0.476,-0.384,-0.205,0.086,0.478,0.925,1.384,1.809,2.162,2.429,2.625,2.78,2.918,3.053,3.196
4.15,-0.54,-0.522,-0.505,-0.481,-0.434,-0.334,-0.156,0.11,0.46,0.882,1.345,1.816,2.252,2.611,2.882,3.082,3.239,3.374,3.504
4.2,-0.553,-0.518,-0.486,-0.446,-0.39,-0.29,-0.113,0.156,0.498,0.887,1.317,1.784,2.257,2.686,3.039,3.301,3.494,3.645,3.774
4.25,-0.554,-0.522,-0.492,-0.447,-0.376,-0.26,-0.08,0.181,0.52,0.914,1.335,1.777,2.242,2.704,3.12,3.45,3.695,3.879,4.024
4.3,-0.536,-0.508,-0.482,-0.442,-0.377,-0.261,-0.067,0.208,0.548,0.943,1.374,1.822,2.271,2.727,3.167,3.551,3.855,4.082,4.26
4.35,-0.51,-0.485,-0.461,-0.421,-0.359,-0.255,-0.075,0.199,0.557,0.97,1.413,1.87,2.332,2.784,3.221,3.633,3.985,4.26,4.475
4.4,-0.479,-0.455,-0.432,-0.39,-0.324,-0.223,-0.057,0.198,0.55,0.979,1.447,1.927,2.401,2.862,3.305,3.722,4.104,4.422,4.667
4.45,-0.462,-0.431,-0.402,-0.355,-0.278,-0.165,0.004,0.248,0.58,0.997,1.474,1.978,2.473,2.951,3.402,3.829,4.225,4.57,4.846
4.5,-0.447,-0.411,-0.378,-0.318,-0.224,-0.088,0.096,0.342,0.663,1.059,1.519,2.02,2.533,3.033,3.498,3.94,4.349,4.709,5.002
4.55,-0.444,-0.405,-0.369,-0.311,-0.212,-0.054,0.169,0.445,0.774,1.163,1.606,2.086,2.592,3.1,3.582,4.039,4.461,4.832,5.132
4.6,-0.449,-0.406,-0.367,-0.302,-0.202,-0.043,0.199,0.515,0.881,1.281,1.715,2.176,2.658,3.155,3.646,4.114,4.544,4.922,5.216
4.65,-0.443,-0.407,-0.374,-0.314,-0.213,-0.048,0.2,0.532,0.932,1.37,1.816,2.27,2.732,3.207,3.689,4.157,4.588,4.964,5.254
4.7,-0.439,-0.403,-0.37,-0.319,-0.23,-0.072,0.18,0.522,0.932,1.389,1.866,2.336,2.792,3.25,3.713,4.169,4.593,4.959,5.241
4.75,-0.44,-0.403,-0.369,-0.314,-0.23,-0.087,0.151,0.492,0.909,1.37,1.857,2.348,2.822,3.276,3.722,4.16,4.568,4.92,5.197
4.8,-0.431,-0.398,-0.367,-0.318,-0.233,-0.094,0.128,0.451,0.862,1.327,1.819,2.319,2.812,3.278,3.718,4.138,4.527,4.863,5.138
4.85,-0.417,-0.382,-0.35,-0.301,-0.223,-0.092,0.125,0.434,0.826,1.282,1.777,2.283,2.782,3.259,3.705,4.116,4.489,4.811,5.081
4.9,-0.389,-0.356,-0.325,-0.278,-0.202,-0.075,0.13,0.429,0.808,1.247,1.733,2.244,2.75,3.233,3.684,4.097,4.459,4.768,5.029
4.95,-0.344,-0.311,-0.28,-0.236,-0.164,-0.044,0.155,0.445,0.813,1.24,1.711,2.215,2.725,3.212,3.666,4.081,4.438,4.733,4.979
5.0,-0.278,-0.247,-0.218,-0.173,-0.103,0.011,0.197,0.472,0.831,1.252,1.714,2.206,2.709,3.197,3.652,4.065,4.416,4.699,4.92
5.05,-0.176,-0.145,-0.116,-0.075,-0.008,0.103,0.278,0.533,0.872,1.278,1.732,2.214,2.707,3.19,3.642,4.045,4.385,4.653,4.845
5.1,-0.066,-0.028,0.007,0.051,0.114,0.217,0.386,0.629,0.941,1.324,1.759,2.23,2.714,3.189,3.631,4.016,4.336,4.583,4.747
5.15,-0.017,0.055,0.117,0.18,0.255,0.363,0.526,0.75,1.038,1.389,1.798,2.251,2.724,3.19,3.615,3.972,4.262,4.483,4.636
5.2,-0.007,0.099,0.184,0.277,0.383,0.51,0.676,0.892,1.157,1.478,1.859,2.285,2.736,3.187,3.59,3.911,4.165,4.364,4.513
5.25,-0.064,0.085,0.196,0.316,0.453,0.616,0.808,1.032,1.288,1.581,1.929,2.327,2.752,3.179,3.55,3.832,4.05,4.233,4.381
5.3,-0.263,-0.03,0.121,0.285,0.456,0.647,0.87,1.115,1.375,1.66,1.986,2.361,2.765,3.161,3.497,3.741,3.928,4.098,4.247
5.35,-0.393,-0.185,-0.045,0.139,0.363,0.608,0.864,1.134,1.414,1.702,2.015,2.37,2.757,3.129,3.431,3.644,3.807,3.965,4.119
5.4,-0.484,-0.325,-0.209,-0.051,0.165,0.447,0.766,1.084,1.396,1.704,2.018,2.356,2.723,3.077,3.354,3.543,3.691,3.84,3.951
5.45,-0.517,-0.423,-0.346,-0.22,-0.033,0.225,0.564,0.945,1.312,1.656,1.991,2.324,2.673,3.009,3.27,3.444,3.581,3.727,3.836
5.5,-0.526,-0.473,-0.426,-0.344,-0.204,0.019,0.338,0.741,1.17,1.57,1.936,2.281,2.618,2.936,3.183,3.348,3.482,3.623,3.729
5.55,-0.526,-0.497,-0.47,-0.417,-0.317,-0.143,0.138,0.533,0.994,1.452,1.864,2.227,2.563,2.868,3.1,3.257,3.392,3.495,3.578
5.6,-0.522,-0.506,-0.491,-0.457,-0.389,-0.252,-0.014,0.354,0.827,1.324,1.779,2.167,2.507,2.803,3.024,3.177,3.313,3.416,3.5
5.65,-0.521,-0.51,-0.499,-0.477,-0.43,-0.331,-0.132,0.206,0.675,1.2,1.691,2.108,2.454,2.742,2.956,3.107,3.242,3.345,3.428
5.7,-0.519,-0.511,-0.503,-0.486,-0.451,-0.378,-0.223,0.077,0.533,1.076,1.604,2.047,2.403,2.686,2.892,3.048,3.176,3.275,3.355
5.75,-0.521,-0.513,-0.505,-0.491,-0.463,-0.404,-0.279,-0.03,0.392,0.939,1.502,1.978,2.348,2.63,2.835,2.993,3.137,3.245,3.331
5.8,-0.52,-0.513,-0.506,-0.492,-0.467,-0.417,-0.311,-0.098,0.276,0.806,1.386,1.897,2.286,2.572,2.781,2.945,3.092,3.202,3.289
5.85,-0.52,-0.513,-0.506,-0.493,-0.469,-0.422,-0.329,-0.14,0.194,0.687,1.268,1.805,2.217,2.512,2.728,2.901,3.048,3.158,3.245
5.9,-0.519,-0.512,-0.505,-0.493,-0.469,-0.425,-0.337,-0.165,0.141,0.598,1.161,1.71,2.144,2.452,2.678,2.858,3.029,3.151,3.247
5.95,-0.516,-0.509,-0.502,-0.491,-0.468,-0.424,-0.339,-0.176,0.109,0.536,1.074,1.623,2.073,2.397,2.633,2.825,2.999,3.123,3.219
6.0,-0.513,-0.506,-0.499,-0.486,-0.464,-0.42,-0.336,-0.179,0.093,0.497,1.008,1.546,2.007,2.348,2.597,2.797,2.967,3.089,3.184
6.1,-0.518,-0.505,-0.492,-0.475,-0.448,-0.404,-0.325,-0.175,0.086,0.467,0.935,1.437,1.9,2.268,2.544,2.742,2.877,2.981,3.064
6.2,-0.526,-0.516,-0.506,-0.485,-0.448,-0.392,-0.304,-0.158,0.085,0.445,0.898,1.381,1.831,2.206,2.476,2.667,2.799,2.9,2.982
6.3,-0.525,-0.521,-0.517,-0.507,-0.483,-0.427,-0.319,-0.148,0.106,0.454,0.881,1.347,1.782,2.129,2.361,2.513,2.625,2.715,2.789
6.4,-0.526,-0.523,-0.52,-0.515,-0.501,-0.468,-0.388,-0.21,0.089,0.475,0.899,1.33,1.717,2.004,2.191,2.305,2.395,2.47,2.534
6.5,-0.525,-0.524,-0.523,-0.519,-0.509,-0.485,-0.427,-0.293,-0.02,0.399,0.858,1.266,1.592,1.824,1.971,2.116,2.225,2.311,2.384
6.6,-0.526,-0.525,-0.524,-0.522,-0.514,-0.497,-0.452,-0.343,-0.119,0.253,0.703,1.1,1.394,1.597,1.739,1.902,2.02,2.113,2.19
6.7,-0.526,-0.526,-0.526,-0.524,-0.519,-0.507,-0.473,-0.387,-0.2,0.117,0.515,0.884,1.159,1.351,1.501,1.692,1.824,1.925,2.007
6.8,-0.527,-0.527,-0.527,-0.525,-0.522,-0.514,-0.49,-0.427,-0.281,-0.018,0.324,0.655,0.913,1.106,1.277,1.475,1.61,1.714,1.797
6.9,-0.528,-0.528,-0.528,-0.526,-0.522,-0.516,-0.5,-0.456,-0.349,-0.144,0.143,0.438,0.686,0.893,1.083,1.325,1.479,1.593,1.683
7.0,-0.53,-0.53,-0.53,-0.528,-0.524,-0.516,-0.5,-0.465,-0.386,-0.229,0.009,0.274,0.516,0.73,0.939,1.176,1.328,1.441,1.53
7.1,-0.532,-0.532,-0.532,-0.531,-0.527,-0.52,-0.502,-0.464,-0.391,-0.257,-0.054,0.186,0.413,0.611,0.808,1.039,1.189,1.3,1.389
7.2,-0.536,-0.535,-0.534,-0.534,-0.531,-0.526,-0.51,-0.471,-0.392,-0.259,-0.069,0.147,0.338,0.494,0.674,0.877,1.015,1.119,1.203
7.3,-0.537,-0.537,-0.537,-0.537,-0.535,-0.532,-0.521,-0.49,-0.419,-0.287,-0.104,0.088,0.238,0.36,0.517,0.697,0.824,0.922,1.002
7.4,-0.541,-0.541,-0.541,-0.54,-0.54,-0.537,-0.53,-0.51,-0.458,-0.35,-0.192,-0.028,0.098,0.212,0.351,0.553,0.69,0.795,0.878
7.5,-0.545,-0.545,-0.545,-0.545,-0.545,-0.543,-0.538,-0.525,-0.49,-0.415,-0.297,-0.165,-0.045,0.065,0.206,0.436,0.586,0.697,0.785
7.6,-0.551,-0.551,-0.551,-0.551,-0.55,-0.549,-0.546,-0.537,-0.514,-0.465,-0.382,-0.281,-0.169,-0.063,0.093,0.337,0.492,0.606,0.697
7.7,-0.557,-0.557,-0.557,-0.557,-0.557,-0.556,-0.554,-0.548,-0.533,-0.5,-0.443,-0.364,-0.271,-0.161,-0.027,0.258,0.429,0.551,0.646
7.8,-0.565,-0.565,-0.565,-0.565,-0.565,-0.565,-0.563,-0.559,-0.548,-0.526,-0.485,-0.427,-0.349,-0.259,-0.115,0.236,0.428,0.56,0.661
7.9,-0.575,-0.575,-0.575,-0.575,-0.575,-0.575,-0.574,-0.571,-0.563,-0.547,-0.519,-0.477,-0.415,-0.351,-0.184,0.167,0.359,0.491,0.592
8.0,-0.588,-0.588,-0.588,-0.588,-0.588,-0.588,-0.587,-0.585,-0.579,-0.568,-0.549,-0.521,-0.482,-0.453,-0.264,0.163,0.374,0.516,0.622
8.1,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999
8.3,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999
8.5,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999
8.7,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999
