logT,logR_-8.0,logR_-7.5,logR_-7.0,logR_-6.5,logR_-6.0,logR_-5.5,logR_-5.0,logR_-4.5,logR_-4.0,logR_-3.5,logR_-3.0,logR_-2.5,logR_-2.0,logR_-1.5,logR_-1.0,logR_-0.5,logR_0.0,logR_0.5,logR_1.0
3.75,-0.767,-0.902,-1.098,-1.309,-1.525,-1.739,-1.941,-2.11,-2.221,-2.236,-2.154,-2.003,-1.813,-1.603,-1.385,-1.159,-0.927,-0.69,-0.449
3.8,-0.494,-0.563,-0.645,-0.769,-0.922,-1.088,-1.249,-1.386,-1.468,-1.478,-1.409,-1.274,-1.103,-0.914,-0.714,-0.506,-0.288,-0.062,0.171
3.85,-0.499,-0.496,-0.493,-0.494,-0.511,-0.554,-0.615,-0.672,-0.703,-0.693,-0.634,-0.532,-0.397,-0.24,-0.069,0.113,0.307,0.512,0.731
3.9,-0.505,-0.491,-0.477,-0.444,-0.377,-0.275,-0.167,-0.074,0.0,0.065,0.134,0.215,0.313,0.43,0.564,0.712,0.875,1.054,1.25
3.95,-0.504,-0.492,-0.48,-0.448,-0.372,-0.227,-0.007,0.256,0.497,0.681,0.809,0.907,0.994,1.084,1.183,1.295,1.424,1.571,1.738
4.0,-0.493,-0.487,-0.481,-0.456,-0.39,-0.25,-0.013,0.317,0.69,1.029,1.283,1.46,1.584,1.676,1.757,1.845,1.944,2.062,2.201
4.05,-0.473,-0.471,-0.469,-0.454,-0.403,-0.282,-0.062,0.264,0.672,1.102,1.498,1.808,2.012,2.15,2.251,2.336,2.422,2.519,2.636
4.1,-0.472,-0.466,-0.46,-0.444,-0.401,-0.301,-0.111,0.187,0.582,1.035,1.509,1.93,2.259,2.49,2.643,2.755,2.847,2.938,3.042
4.15,-0.469,-0.463,-0.457,-0.442,-0.402,-0.31,-0.14,0.126,0.49,0.935,1.421,1.91,2.35,2.691,2.93,3.094,3.215,3.316,3.418
4.2,-0.467,-0.46,-0.453,-0.439,-0.405,-0.325,-0.169,0.082,0.43,0.855,1.335,1.845,2.342,2.78,3.123,3.359,3.527,3.656,3.766
