logT,logR_-8.0,logR_-7.5,logR_-7.0,logR_-6.5,logR_-6.0,logR_-5.5,logR_-5.0,logR_-4.5,logR_-4.0,logR_-3.5,logR_-3.0,logR_-2.5,logR_-2.0,logR_-1.5,logR_-1.0,logR_-0.5,logR_0.0,logR_0.5,logR_1.0
3.75,-0.784,-0.916,-1.106,-1.313,-1.525,-1.735,-1.932,-2.096,-2.199,-2.201,-2.097,-1.911,-1.662,-1.364,-1.01,-0.602,-0.162,0.275,0.683
3.8,-0.518,-0.583,-0.659,-0.777,-0.927,-1.09,-1.25,-1.383,-1.459,-1.458,-1.376,-1.223,-1.025,-0.797,-0.541,-0.249,0.092,0.487,0.91
3.85,-0.52,-0.512,-0.504,-0.503,-0.52,-0.564,-0.624,-0.678,-0.703,-0.683,-0.612,-0.496,-0.341,-0.158,0.049,0.28,0.541,0.844,1.189
3.9,-0.539,-0.512,-0.487,-0.445,-0.378,-0.285,-0.183,-0.089,-0.011,0.063,0.142,0.236,0.353,0.494,0.661,0.852,1.069,1.315,1.593
3.95,-0.544,-0.52,-0.497,-0.452,-0.365,-0.219,-0.01,0.244,0.486,0.678,0.817,0.929,1.033,1.145,1.275,1.428,1.607,1.812,2.045
4.0,-0.526,-0.513,-0.5,-0.465,-0.385,-0.233,0.009,0.335,0.701,1.039,1.301,1.488,1.625,1.74,1.853,1.979,2.124,2.293,2.486
4.05,-0.492,-0.485,-0.478,-0.457,-0.395,-0.26,-0.024,0.317,0.728,1.154,1.539,1.844,2.062,2.221,2.349,2.467,2.592,2.731,2.889
4.1,-0.475,-0.464,-0.453,-0.429,-0.376,-0.263,-0.054,0.266,0.675,1.128,1.581,1.988,2.315,2.555,2.729,2.867,2.989,3.112,3.245
4.15,-0.457,-0.441,-0.426,-0.402,-0.351,-0.243,-0.05,0.24,0.619,1.062,1.532,1.998,2.417,2.752,2.998,3.177,3.317,3.439,3.558
4.2,-0.465,-0.436,-0.409,-0.373,-0.318,-0.216,-0.034,0.241,0.6,1.016,1.473,1.955,2.425,2.841,3.174,3.413,3.589,3.727,3.846
4.25,-0.471,-0.441,-0.413,-0.373,-0.306,-0.194,-0.017,0.243,0.587,0.996,1.443,1.916,2.398,2.865,3.271,3.585,3.814,3.986,4.122
4.3,-0.456,-0.431,-0.407,-0.369,-0.307,-0.195,-0.009,0.257,0.595,0.999,1.447,1.918,2.394,2.877,3.326,3.707,3.998,4.215,4.384
4.35,-0.442,-0.415,-0.39,-0.352,-0.293,-0.192,-0.018,0.246,0.598,1.013,1.465,1.939,2.425,2.908,3.374,3.801,4.151,4.416,4.622
4.4,-0.426,-0.398,-0.372,-0.327,-0.263,-0.165,-0.005,0.244,0.592,1.022,1.494,1.984,2.472,2.962,3.44,3.889,4.283,4.594,4.83
4.45,-0.42,-0.388,-0.358,-0.306,-0.227,-0.115,0.047,0.286,0.62,1.042,1.525,2.035,2.539,3.038,3.522,3.986,4.406,4.752,5.018
4.5,-0.409,-0.376,-0.345,-0.288,-0.195,-0.06,0.122,0.367,0.693,1.1,1.572,2.082,2.604,3.118,3.61,4.087,4.522,4.89,5.175
4.55,-0.403,-0.371,-0.341,-0.287,-0.193,-0.041,0.176,0.452,0.791,1.195,1.653,2.146,2.668,3.189,3.693,4.177,4.621,5.001,5.289
4.6,-0.41,-0.373,-0.339,-0.281,-0.19,-0.037,0.195,0.506,0.879,1.298,1.752,2.229,2.732,3.247,3.755,4.242,4.686,5.065,5.346
4.65,-0.404,-0.374,-0.346,-0.293,-0.202,-0.046,0.192,0.517,0.919,1.368,1.835,2.308,2.792,3.289,3.788,4.266,4.701,5.071,5.346
4.7,-0.4,-0.371,-0.344,-0.299,-0.218,-0.07,0.171,0.505,0.915,1.378,1.866,2.351,2.83,3.309,3.79,4.251,4.669,5.024,5.294
4.75,-0.401,-0.371,-0.343,-0.296,-0.222,-0.089,0.139,0.473,0.888,1.353,1.844,2.343,2.831,3.305,3.767,4.208,4.607,4.949,5.218
4.8,-0.394,-0.367,-0.342,-0.3,-0.226,-0.099,0.112,0.427,0.836,1.302,1.796,2.3,2.799,3.278,3.731,4.155,4.537,4.865,5.133
4.85,-0.383,-0.354,-0.327,-0.286,-0.219,-0.1,0.103,0.402,0.791,1.248,1.745,2.252,2.754,3.238,3.693,4.109,4.477,4.792,5.054
4.9,-0.361,-0.333,-0.307,-0.267,-0.202,-0.089,0.101,0.389,0.763,1.202,1.691,2.204,2.712,3.198,3.656,4.072,4.43,4.732,4.982
4.95,-0.325,-0.297,-0.271,-0.234,-0.171,-0.063,0.12,0.397,0.758,1.185,1.659,2.167,2.679,3.168,3.627,4.043,4.393,4.68,4.909
5.0,-0.272,-0.245,-0.22,-0.182,-0.122,-0.019,0.154,0.416,0.767,1.186,1.652,2.15,2.657,3.147,3.605,4.015,4.357,4.627,4.827
5.05,-0.182,-0.157,-0.133,-0.098,-0.04,0.059,0.221,0.465,0.797,1.202,1.659,2.148,2.647,3.133,3.584,3.981,4.308,4.557,4.73
5.1,-0.086,-0.055,-0.026,0.013,0.067,0.158,0.314,0.545,0.854,1.236,1.675,2.152,2.643,3.121,3.559,3.932,4.236,4.463,4.615
5.15,-0.046,0.017,0.072,0.128,0.194,0.29,0.438,0.652,0.936,1.289,1.703,2.162,2.641,3.108,3.525,3.865,4.138,4.345,4.492
5.2,-0.036,0.053,0.127,0.211,0.308,0.423,0.576,0.78,1.039,1.364,1.751,2.184,2.64,3.09,3.478,3.779,4.018,4.212,4.36
5.25,-0.085,0.037,0.132,0.239,0.363,0.514,0.694,0.906,1.154,1.448,1.804,2.211,2.642,3.064,3.418,3.679,3.888,4.073,4.223
5.3,-0.243,-0.061,0.067,0.207,0.358,0.533,0.743,0.978,1.23,1.513,1.845,2.229,2.638,3.029,3.346,3.572,3.757,3.933,4.087
5.35,-0.352,-0.189,-0.071,0.084,0.275,0.49,0.727,0.986,1.26,1.544,1.861,2.224,2.616,2.981,3.265,3.464,3.631,3.797,3.959
5.4,-0.43,-0.305,-0.208,-0.074,0.108,0.352,0.636,0.933,1.236,1.54,1.855,2.199,2.571,2.917,3.179,3.358,3.511,3.67,3.786
5.45,-0.461,-0.386,-0.322,-0.216,-0.057,0.163,0.459,0.805,1.154,1.491,1.824,2.161,2.512,2.841,3.088,3.256,3.4,3.556,3.671
5.5,-0.468,-0.426,-0.388,-0.32,-0.202,-0.012,0.263,0.622,1.022,1.409,1.77,2.114,2.452,2.764,2.998,3.158,3.3,3.45,3.561
5.55,-0.469,-0.446,-0.424,-0.382,-0.3,-0.154,0.088,0.437,0.862,1.3,1.702,2.06,2.395,2.692,2.913,3.068,3.21,3.317,3.403
5.6,-0.467,-0.454,-0.441,-0.414,-0.36,-0.249,-0.049,0.274,0.709,1.182,1.623,2.004,2.338,2.626,2.836,2.988,3.131,3.238,3.324
5.65,-0.465,-0.457,-0.449,-0.431,-0.394,-0.315,-0.153,0.137,0.566,1.066,1.542,1.947,2.285,2.564,2.767,2.919,3.059,3.165,3.25
5.7,-0.466,-0.459,-0.452,-0.438,-0.411,-0.353,-0.23,0.021,0.431,0.949,1.459,1.889,2.234,2.506,2.704,2.86,2.975,3.065,3.14
5.75,-0.468,-0.461,-0.454,-0.443,-0.42,-0.375,-0.277,-0.074,0.3,0.817,1.362,1.823,2.179,2.45,2.648,2.806,2.922,3.013,3.088
5.8,-0.467,-0.461,-0.455,-0.444,-0.424,-0.386,-0.303,-0.131,0.193,0.688,1.25,1.744,2.117,2.391,2.595,2.76,2.879,2.973,3.05
5.85,-0.466,-0.461,-0.456,-0.446,-0.427,-0.391,-0.318,-0.168,0.118,0.574,1.135,1.654,2.049,2.332,2.542,2.718,2.843,2.94,3.019
5.9,-0.465,-0.46,-0.455,-0.446,-0.428,-0.394,-0.326,-0.189,0.07,0.489,1.03,1.562,1.978,2.273,2.494,2.677,2.805,2.904,2.985
5.95,-0.463,-0.458,-0.453,-0.444,-0.428,-0.395,-0.329,-0.199,0.041,0.429,0.944,1.476,1.909,2.22,2.451,2.646,2.78,2.882,2.965
6.0,-0.461,-0.455,-0.449,-0.44,-0.424,-0.392,-0.328,-0.204,0.025,0.39,0.878,1.401,1.845,2.173,2.417,2.62,2.758,2.862,2.946
6.1,-0.465,-0.454,-0.443,-0.429,-0.408,-0.376,-0.317,-0.202,0.014,0.356,0.803,1.293,1.743,2.098,2.367,2.566,2.702,2.805,2.889
6.2,-0.471,-0.463,-0.455,-0.438,-0.408,-0.361,-0.292,-0.18,0.016,0.335,0.765,1.236,1.676,2.038,2.298,2.484,2.614,2.714,2.795
6.3,-0.471,-0.468,-0.465,-0.458,-0.439,-0.395,-0.307,-0.165,0.045,0.348,0.749,1.202,1.624,1.956,2.174,2.326,2.438,2.528,2.602
6.4,-0.47,-0.469,-0.468,-0.464,-0.453,-0.43,-0.37,-0.228,0.026,0.37,0.766,1.18,1.551,1.821,1.996,2.115,2.208,2.285,2.35
6.5,-0.471,-0.47,-0.469,-0.467,-0.46,-0.443,-0.402,-0.301,-0.078,0.291,0.718,1.106,1.415,1.634,1.774,1.935,2.052,2.144,2.22
6.6,-0.473,-0.472,-0.471,-0.469,-0.464,-0.452,-0.421,-0.342,-0.168,0.149,0.561,0.935,1.213,1.405,1.548,1.726,1.852,1.949,2.029
6.7,-0.474,-0.473,-0.472,-0.471,-0.468,-0.46,-0.437,-0.377,-0.237,0.024,0.379,0.721,0.98,1.164,1.318,1.527,1.668,1.773,1.859
6.8,-0.473,-0.473,-0.473,-0.472,-0.47,-0.464,-0.449,-0.406,-0.3,-0.094,0.201,0.503,0.743,0.93,1.105,1.323,1.467,1.576,1.662
6.9,-0.476,-0.475,-0.474,-0.472,-0.47,-0.466,-0.455,-0.425,-0.35,-0.195,0.043,0.304,0.531,0.73,0.926,1.186,1.348,1.465,1.557
7.0,-0.476,-0.476,-0.476,-0.475,-0.471,-0.466,-0.455,-0.43,-0.374,-0.257,-0.068,0.157,0.376,0.579,0.793,1.045,1.203,1.319,1.411
7.1,-0.478,-0.478,-0.478,-0.477,-0.475,-0.47,-0.456,-0.429,-0.375,-0.275,-0.118,0.08,0.281,0.47,0.673,0.915,1.069,1.183,1.273
7.2,-0.481,-0.481,-0.481,-0.48,-0.479,-0.475,-0.464,-0.436,-0.377,-0.277,-0.131,0.045,0.213,0.364,0.551,0.766,0.909,1.017,1.103
