logT,logR_-8.0,logR_-7.5,logR_-7.0,logR_-6.5,logR_-6.0,logR_-5.5,logR_-5.0,logR_-4.5,logR_-4.0,logR_-3.5,logR_-3.0,logR_-2.5,logR_-2.0,logR_-1.5,logR_-1.0,logR_-0.5,logR_0.0,logR_0.5,logR_1.0
3.75,-0.446,-0.858,-1.055,-1.266,-1.48,-1.693,-1.89,-2.052,-2.15,-2.148,-2.049,-1.882,-1.674,-1.441,-1.191,-0.918,-0.616,-0.279,0.087
3.8,-0.433,-0.504,-0.589,-0.716,-0.871,-1.036,-1.195,-1.325,-1.395,-1.391,-1.308,-1.16,-0.976,-0.771,-0.551,-0.317,-0.066,0.205,0.501
3.85,-0.428,-0.423,-0.418,-0.42,-0.441,-0.489,-0.551,-0.606,-0.63,-0.61,-0.541,-0.429,-0.282,-0.11,0.079,0.284,0.506,0.747,1.006
3.9,-0.444,-0.421,-0.399,-0.357,-0.285,-0.186,-0.082,0.007,0.08,0.148,0.221,0.309,0.417,0.547,0.698,0.869,1.06,1.271,1.502
3.95,-0.447,-0.426,-0.406,-0.363,-0.272,-0.116,0.108,0.367,0.6,0.777,0.903,1.004,1.097,1.196,1.309,1.441,1.595,1.771,1.97
4.0,-0.442,-0.426,-0.411,-0.376,-0.293,-0.134,0.12,0.458,0.827,1.154,1.397,1.565,1.685,1.783,1.878,1.982,2.102,2.243,2.406
4.05,-0.427,-0.417,-0.407,-0.381,-0.313,-0.169,0.077,0.426,0.842,1.265,1.64,1.925,2.121,2.259,2.365,2.461,2.561,2.676,2.809
4.1,-0.418,-0.408,-0.398,-0.375,-0.318,-0.196,0.023,0.351,0.766,1.222,1.675,2.072,2.383,2.602,2.753,2.868,2.968,3.07,3.183
4.15,-0.406,-0.395,-0.384,-0.364,-0.314,-0.207,-0.013,0.283,0.675,1.128,1.605,2.074,2.49,2.812,3.04,3.2,3.321,3.425,3.532
4.2,-0.411,-0.392,-0.374,-0.348,-0.302,-0.206,-0.033,0.237,0.604,1.04,1.521,2.019,2.496,2.913,3.236,3.461,3.624,3.751,3.862
4.25,-0.414,-0.394,-0.375,-0.346,-0.296,-0.202,-0.042,0.206,0.551,0.978,1.455,1.959,2.462,2.946,3.354,3.659,3.88,4.044,4.173
4.3,-0.41,-0.39,-0.371,-0.342,-0.293,-0.203,-0.046,0.195,0.528,0.946,1.421,1.925,2.439,2.957,3.423,3.807,4.091,4.302,4.465
4.35,-0.405,-0.383,-0.362,-0.33,-0.281,-0.198,-0.051,0.185,0.52,0.94,1.412,1.917,2.445,2.972,3.476,3.919,4.267,4.524,4.726
4.4,-0.402,-0.378,-0.355,-0.315,-0.26,-0.177,-0.039,0.185,0.518,0.946,1.429,1.942,2.466,3.007,3.534,4.016,4.416,4.719,4.951
4.45,-0.402,-0.377,-0.353,-0.307,-0.237,-0.141,0.0,0.22,0.546,0.972,1.463,1.986,2.518,3.065,3.603,4.11,4.546,4.889,5.146
4.5,-0.397,-0.373,-0.35,-0.304,-0.225,-0.107,0.054,0.281,0.606,1.027,1.517,2.041,2.584,3.135,3.679,4.2,4.657,5.025,5.299
4.55,-0.392,-0.372,-0.353,-0.311,-0.233,-0.101,0.09,0.346,0.685,1.106,1.589,2.106,2.652,3.203,3.75,4.273,4.737,5.116,5.391
4.6,-0.394,-0.373,-0.353,-0.313,-0.24,-0.107,0.099,0.386,0.754,1.189,1.669,2.177,2.712,3.254,3.794,4.307,4.763,5.139,5.41
4.65,-0.394,-0.375,-0.357,-0.322,-0.253,-0.123,0.089,0.392,0.784,1.24,1.726,2.228,2.746,3.27,3.79,4.281,4.722,5.09,5.36
4.7,-0.389,-0.373,-0.358,-0.327,-0.267,-0.147,0.062,0.372,0.771,1.235,1.73,2.236,2.741,3.244,3.739,4.206,4.629,4.989,5.264
4.75,-0.389,-0.373,-0.358,-0.328,-0.275,-0.169,0.025,0.328,0.729,1.191,1.684,2.191,2.694,3.186,3.662,4.109,4.518,4.871,5.15
4.8,-0.385,-0.371,-0.357,-0.331,-0.281,-0.184,-0.007,0.275,0.662,1.12,1.612,2.117,2.622,3.114,3.582,4.017,4.413,4.756,5.032
4.85,-0.381,-0.365,-0.35,-0.325,-0.28,-0.192,-0.027,0.235,0.599,1.045,1.536,2.044,2.549,3.044,3.514,3.944,4.328,4.655,4.923
4.9,-0.367,-0.354,-0.341,-0.318,-0.275,-0.193,-0.043,0.203,0.55,0.98,1.466,1.977,2.488,2.985,3.459,3.888,4.26,4.568,4.818
4.95,-0.357,-0.34,-0.324,-0.302,-0.262,-0.183,-0.041,0.191,0.523,0.942,1.419,1.929,2.443,2.941,3.415,3.842,4.199,4.484,4.71
5.0,-0.33,-0.316,-0.302,-0.278,-0.24,-0.166,-0.031,0.19,0.509,0.918,1.391,1.897,2.409,2.905,3.373,3.79,4.13,4.392,4.594
5.05,-0.283,-0.269,-0.255,-0.236,-0.199,-0.129,-0.002,0.208,0.514,0.91,1.373,1.874,2.38,2.868,3.32,3.717,4.038,4.281,4.469
5.1,-0.227,-0.211,-0.196,-0.173,-0.14,-0.077,0.043,0.241,0.533,0.915,1.362,1.852,2.35,2.821,3.245,3.612,3.916,4.15,4.336
5.15,-0.202,-0.169,-0.138,-0.105,-0.064,0.0,0.111,0.294,0.567,0.928,1.358,1.829,2.31,2.76,3.148,3.481,3.768,4.006,4.195
5.2,-0.198,-0.151,-0.109,-0.06,0.001,0.079,0.192,0.361,0.61,0.946,1.356,1.806,2.265,2.687,3.036,3.335,3.61,3.856,4.048
5.25,-0.226,-0.166,-0.113,-0.05,0.026,0.126,0.258,0.429,0.659,0.965,1.349,1.779,2.214,2.604,2.917,3.187,3.453,3.706,3.898
5.3,-0.306,-0.224,-0.155,-0.077,0.011,0.122,0.271,0.459,0.688,0.975,1.332,1.741,2.155,2.515,2.8,3.047,3.306,3.557,3.752
5.35,-0.361,-0.29,-0.229,-0.145,-0.041,0.085,0.243,0.444,0.684,0.965,1.301,1.689,2.084,2.422,2.685,2.916,3.168,3.411,3.566
5.4,-0.398,-0.345,-0.298,-0.23,-0.132,0.005,0.178,0.39,0.646,0.938,1.265,1.63,2.004,2.327,2.575,2.795,3.04,3.274,3.425
5.45,-0.415,-0.383,-0.353,-0.301,-0.218,-0.096,0.077,0.303,0.575,0.885,1.221,1.573,1.926,2.233,2.471,2.686,2.92,3.15,3.3
5.5,-0.418,-0.4,-0.383,-0.351,-0.293,-0.192,-0.034,0.191,0.482,0.817,1.168,1.519,1.855,2.145,2.374,2.586,2.81,3.04,3.19
5.55,-0.419,-0.409,-0.399,-0.38,-0.342,-0.27,-0.136,0.078,0.378,0.739,1.111,1.464,1.79,2.066,2.285,2.494,2.712,2.856,2.965
5.6,-0.419,-0.413,-0.407,-0.395,-0.37,-0.32,-0.218,-0.029,0.271,0.654,1.05,1.41,1.727,1.993,2.207,2.412,2.626,2.769,2.876
5.65,-0.419,-0.415,-0.411,-0.403,-0.386,-0.35,-0.274,-0.12,0.161,0.558,0.982,1.356,1.669,1.926,2.138,2.34,2.549,2.69,2.795
5.7,-0.42,-0.416,-0.412,-0.406,-0.393,-0.367,-0.31,-0.188,0.058,0.451,0.901,1.296,1.612,1.866,2.076,2.278,2.415,2.52,2.603
5.75,-0.42,-0.417,-0.414,-0.409,-0.398,-0.378,-0.333,-0.236,-0.031,0.335,0.802,1.224,1.551,1.808,2.02,2.221,2.358,2.462,2.546
5.8,-0.421,-0.418,-0.415,-0.41,-0.401,-0.383,-0.346,-0.265,-0.094,0.233,0.693,1.14,1.484,1.748,1.967,2.173,2.312,2.417,2.502
5.85,-0.42,-0.418,-0.416,-0.412,-0.403,-0.386,-0.354,-0.284,-0.136,0.152,0.59,1.05,1.414,1.689,1.915,2.13,2.273,2.381,2.467
5.9,-0.418,-0.417,-0.416,-0.412,-0.404,-0.39,-0.36,-0.296,-0.164,0.093,0.504,0.964,1.346,1.633,1.868,2.089,2.235,2.344,2.431
5.95,-0.416,-0.415,-0.414,-0.411,-0.404,-0.391,-0.364,-0.305,-0.182,0.052,0.434,0.889,1.284,1.584,1.828,2.059,2.209,2.32,2.409
6.0,-0.415,-0.413,-0.411,-0.407,-0.401,-0.389,-0.364,-0.31,-0.196,0.024,0.383,0.826,1.229,1.542,1.798,2.033,2.185,2.297,2.386
6.1,-0.42,-0.414,-0.408,-0.4,-0.39,-0.375,-0.352,-0.306,-0.207,-0.01,0.318,0.736,1.144,1.482,1.751,1.969,2.113,2.222,2.308
6.2,-0.422,-0.419,-0.416,-0.408,-0.393,-0.368,-0.333,-0.28,-0.189,-0.016,0.286,0.685,1.085,1.422,1.666,1.856,1.988,2.089,2.171
6.3,-0.421,-0.421,-0.421,-0.418,-0.41,-0.393,-0.354,-0.281,-0.165,0.013,0.289,0.655,1.024,1.318,1.515,1.687,1.81,1.906,1.984
6.4,-0.424,-0.423,-0.422,-0.421,-0.417,-0.409,-0.388,-0.333,-0.209,0.004,0.29,0.62,0.928,1.157,1.326,1.496,1.618,1.713,1.791
6.5,-0.423,-0.423,-0.423,-0.422,-0.42,-0.415,-0.402,-0.368,-0.282,-0.09,0.201,0.509,0.766,0.963,1.122,1.345,1.492,1.601,1.688
6.6,-0.424,-0.424,-0.424,-0.423,-0.421,-0.418,-0.409,-0.385,-0.324,-0.185,0.057,0.337,0.572,0.757,0.935,1.184,1.341,1.456,1.547
6.7,-0.425,-0.425,-0.425,-0.424,-0.423,-0.421,-0.415,-0.397,-0.353,-0.251,-0.064,0.17,0.384,0.566,0.761,1.04,1.208,1.33,1.424
6.8,-0.426,-0.426,-0.426,-0.425,-0.424,-0.423,-0.419,-0.406,-0.373,-0.299,-0.16,0.029,0.218,0.399,0.614,0.907,1.08,1.204,1.3
6.9,-0.427,-0.427,-0.427,-0.426,-0.425,-0.424,-0.42,-0.411,-0.387,-0.333,-0.23,-0.081,0.086,0.269,0.502,0.815,0.995,1.122,1.22
7.0,-0.429,-0.429,-0.429,-0.428,-0.427,-0.425,-0.421,-0.413,-0.393,-0.352,-0.272,-0.153,-0.003,0.18,0.418,0.719,0.895,1.02,1.117
7.1,-0.431,-0.431,-0.431,-0.43,-0.429,-0.428,-0.424,-0.414,-0.394,-0.356,-0.29,-0.19,-0.055,0.116,0.339,0.629,0.801,0.924,1.02
7.2,-0.433,-0.433,-0.433,-0.433,-0.432,-0.431,-0.428,-0.419,-0.399,-0.36,-0.298,-0.21,-0.095,0.052,0.259,0.534,0.701,0.821,0.916
7.3,-0.436,-0.436,-0.436,-0.436,-0.435,-0.435,-0.432,-0.426,-0.41,-0.375,-0.317,-0.238,-0.142,-0.014,0.176,0.44,0.603,0.721,0.814
7.4,-0.439,-0.439,-0.439,-0.439,-0.439,-0.439,-0.437,-0.432,-0.421,-0.395,-0.347,-0.278,-0.196,-0.082,0.094,0.349,0.509,0.625,0.717
7.5,-0.444,-0.444,-0.444,-0.444,-0.444,-0.443,-0.442,-0.439,-0.431,-0.412,-0.375,-0.321,-0.249,-0.147,0.016,0.282,0.446,0.564,0.657
7.6,-0.449,-0.449,-0.449,-0.449,-0.449,-0.448,-0.448,-0.445,-0.439,-0.426,-0.399,-0.356,-0.296,-0.208,-0.053,0.186,0.339,0.452,0.542
7.7,-0.456,-0.456,-0.456,-0.456,-0.455,-0.455,-0.455,-0.453,-0.448,-0.438,-0.418,-0.386,-0.341,-0.263,-0.155,0.151,0.329,0.454,0.552
7.8,-0.464,-0.464,-0.464,-0.464,-0.464,-0.463,-0.463,-0.461,-0.458,-0.451,-0.436,-0.415,-0.381,-0.34,-0.187,0.131,0.313,0.44,0.539
7.9,-0.474,-0.474,-0.474,-0.474,-0.474,-0.473,-0.473,-0.472,-0.47,-0.464,-0.455,-0.443,-0.43,-0.397,-0.271,0.069,0.257,0.388,0.489
8.0,-0.486,-0.486,-0.486,-0.486,-0.486,-0.486,-0.486,-0.485,-0.483,-0.481,-0.476,-0.48,-0.473,-0.521,-0.301,0.048,0.239,0.371,0.472
8.1,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999
8.3,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999
8.5,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999
8.7,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999,9.999
