logT,logR_-8.0,logR_-7.5,logR_-7.0,logR_-6.5,logR_-6.0,logR_-5.5,logR_-5.0,logR_-4.5,logR_-4.0,logR_-3.5,logR_-3.0,logR_-2.5,logR_-2.0,logR_-1.5,logR_-1.0,logR_-0.5,logR_0.0,logR_0.5,logR_1.0
3.75,-3.121,-3.121,-3.121,-3.137,-3.173,-3.239,-3.324,-3.404,-3.458,-3.494,-3.524,-3.52,-3.41,-3.133,-2.713,-2.216,-1.702,-1.205,-0.744
3.8,-3.099,-3.093,-3.087,-3.081,-3.079,-3.083,-3.104,-3.15,-3.22,-3.289,-3.32,-3.268,-3.081,-2.784,-2.43,-2.045,-1.611,-1.106,-0.565
3.85,-3.035,-3.041,-3.047,-3.053,-3.044,-3.032,-3.02,-3.012,-3.017,-3.037,-3.048,-2.995,-2.801,-2.466,-2.081,-1.717,-1.361,-0.965,-0.491
3.9,-2.46,-2.548,-2.659,-2.808,-2.911,-2.962,-2.973,-2.959,-2.925,-2.879,-2.808,-2.669,-2.433,-2.128,-1.776,-1.408,-1.047,-0.69,-0.308
3.95,-1.728,-1.834,-1.974,-2.182,-2.377,-2.551,-2.693,-2.79,-2.823,-2.777,-2.646,-2.414,-2.105,-1.773,-1.442,-1.102,-0.748,-0.385,-0.021
4.0,-1.136,-1.235,-1.363,-1.546,-1.74,-1.931,-2.11,-2.268,-2.391,-2.453,-2.401,-2.196,-1.863,-1.497,-1.131,-0.778,-0.434,-0.083,0.279
4.05,-0.916,-0.97,-1.032,-1.104,-1.218,-1.357,-1.5,-1.63,-1.734,-1.794,-1.786,-1.69,-1.494,-1.211,-0.865,-0.494,-0.129,0.222,0.57
4.1,-0.956,-0.954,-0.952,-0.95,-0.954,-0.969,-0.996,-1.025,-1.042,-1.038,-1.002,-0.93,-0.814,-0.648,-0.423,-0.137,0.192,0.535,0.873
4.15,-0.954,-0.937,-0.92,-0.904,-0.88,-0.83,-0.739,-0.614,-0.486,-0.374,-0.277,-0.183,-0.079,0.047,0.204,0.4,0.636,0.907,1.199
4.2,-0.984,-0.947,-0.914,-0.883,-0.842,-0.778,-0.659,-0.46,-0.201,0.057,0.267,0.429,0.565,0.697,0.84,1.003,1.186,1.388,1.606
4.25,-0.981,-0.95,-0.921,-0.894,-0.847,-0.768,-0.634,-0.424,-0.132,0.212,0.547,0.826,1.041,1.214,1.372,1.53,1.694,1.864,2.037
4.3,-0.956,-0.933,-0.911,-0.89,-0.853,-0.781,-0.647,-0.426,-0.122,0.24,0.633,1.013,1.337,1.592,1.793,1.966,2.125,2.278,2.426
4.35,-0.91,-0.896,-0.883,-0.87,-0.84,-0.781,-0.665,-0.459,-0.156,0.222,0.64,1.066,1.471,1.818,2.09,2.302,2.474,2.623,2.756
4.4,-0.738,-0.76,-0.784,-0.809,-0.799,-0.756,-0.659,-0.48,-0.201,0.172,0.607,1.064,1.513,1.926,2.274,2.545,2.749,2.908,3.04
4.45,-0.618,-0.636,-0.654,-0.673,-0.689,-0.678,-0.608,-0.457,-0.209,0.137,0.565,1.037,1.516,1.97,2.374,2.704,2.955,3.142,3.287
4.5,-0.686,-0.64,-0.598,-0.56,-0.502,-0.432,-0.346,-0.221,-0.03,0.244,0.603,1.036,1.513,1.99,2.428,2.804,3.105,3.329,3.496
4.55,-0.688,-0.636,-0.589,-0.547,-0.465,-0.334,-0.155,0.039,0.238,0.468,0.757,1.116,1.543,2.008,2.461,2.869,3.211,3.479,3.673
4.6,-0.706,-0.644,-0.59,-0.542,-0.461,-0.321,-0.096,0.196,0.499,0.774,1.035,1.324,1.67,2.075,2.508,2.924,3.295,3.601,3.823
4.65,-0.693,-0.641,-0.594,-0.552,-0.476,-0.338,-0.112,0.21,0.601,0.99,1.324,1.613,1.9,2.226,2.6,2.994,3.373,3.702,3.948
4.7,-0.671,-0.629,-0.591,-0.556,-0.488,-0.366,-0.149,0.17,0.574,1.027,1.472,1.852,2.165,2.456,2.766,3.109,3.468,3.801,4.064
4.75,-0.679,-0.633,-0.591,-0.553,-0.49,-0.381,-0.187,0.116,0.513,0.97,1.458,1.934,2.346,2.68,2.975,3.276,3.594,3.909,4.171
4.8,-0.659,-0.622,-0.587,-0.555,-0.496,-0.391,-0.213,0.064,0.441,0.891,1.382,1.89,2.381,2.808,3.156,3.457,3.747,4.029,4.279
4.85,-0.643,-0.606,-0.571,-0.539,-0.484,-0.391,-0.223,0.038,0.392,0.824,1.31,1.822,2.337,2.826,3.25,3.6,3.898,4.164,4.395
4.9,-0.626,-0.587,-0.551,-0.518,-0.465,-0.376,-0.221,0.025,0.365,0.779,1.251,1.762,2.285,2.796,3.27,3.678,4.016,4.29,4.514
