logT,logR_-8.0,logR_-7.5,logR_-7.0,logR_-6.5,logR_-6.0,logR_-5.5,logR_-5.0,logR_-4.5,logR_-4.0,logR_-3.5,logR_-3.0,logR_-2.5,logR_-2.0,logR_-1.5,logR_-1.0,logR_-0.5,logR_0.0,logR_0.5,logR_1.0
3.75,-0.905,-1.034,-1.219,-1.426,-1.641,-1.856,-2.065,-2.25,-2.388,-2.446,-2.399,-2.272,-2.095,-1.89,-1.675,-1.453,-1.223,-0.988,-0.749
3.8,-0.689,-0.746,-0.811,-0.918,-1.062,-1.224,-1.389,-1.539,-1.646,-1.686,-1.65,-1.538,-1.378,-1.194,-0.998,-0.793,-0.58,-0.357,-0.126
3.85,-0.702,-0.7,-0.698,-0.697,-0.705,-0.738,-0.793,-0.854,-0.898,-0.907,-0.867,-0.781,-0.658,-0.508,-0.342,-0.164,0.024,0.225,0.439
3.9,-0.706,-0.697,-0.688,-0.665,-0.613,-0.524,-0.414,-0.313,-0.232,-0.165,-0.099,-0.023,0.068,0.177,0.305,0.448,0.605,0.777,0.966
3.95,-0.703,-0.696,-0.689,-0.669,-0.614,-0.499,-0.309,-0.056,0.201,0.41,0.558,0.666,0.755,0.843,0.939,1.045,1.167,1.306,1.466
4.0,-0.659,-0.669,-0.679,-0.67,-0.626,-0.521,-0.326,-0.031,0.333,0.695,0.986,1.192,1.335,1.437,1.521,1.605,1.699,1.809,1.939
4.05,-0.601,-0.612,-0.623,-0.633,-0.616,-0.537,-0.365,-0.083,0.296,0.725,1.14,1.492,1.735,1.896,2.01,2.099,2.183,2.275,2.383
4.1,-0.603,-0.6,-0.597,-0.588,-0.565,-0.505,-0.373,-0.135,0.215,0.644,1.114,1.564,1.933,2.204,2.384,2.509,2.607,2.697,2.794
4.15,-0.602,-0.597,-0.592,-0.58,-0.55,-0.476,-0.337,-0.124,0.174,0.565,1.024,1.512,1.978,2.361,2.64,2.83,2.966,3.072,3.172
4.2,-0.6,-0.594,-0.588,-0.576,-0.548,-0.481,-0.342,-0.115,0.193,0.558,0.976,1.45,1.947,2.409,2.794,3.07,3.261,3.404,3.519
4.25,-0.602,-0.592,-0.582,-0.569,-0.543,-0.484,-0.361,-0.144,0.174,0.571,0.999,1.447,1.922,2.414,2.874,3.237,3.499,3.691,3.835
4.3,-0.602,-0.591,-0.58,-0.561,-0.532,-0.478,-0.367,-0.167,0.142,0.552,1.016,1.491,1.954,2.441,2.925,3.354,3.689,3.934,4.12
4.35,-0.6,-0.59,-0.58,-0.557,-0.521,-0.464,-0.358,-0.172,0.127,0.535,1.013,1.514,2.016,2.51,2.992,3.454,3.846,4.143,4.37
4.4,-0.557,-0.563,-0.569,-0.55,-0.508,-0.444,-0.338,-0.157,0.135,0.541,1.022,1.539,2.062,2.583,3.091,3.565,3.988,4.33,4.588
4.45,-0.522,-0.526,-0.53,-0.521,-0.486,-0.418,-0.308,-0.126,0.165,0.572,1.054,1.577,2.111,2.658,3.192,3.69,4.133,4.501,4.789
4.5,-0.527,-0.517,-0.507,-0.479,-0.425,-0.344,-0.231,-0.055,0.229,0.631,1.113,1.635,2.173,2.731,3.283,3.811,4.275,4.66,4.964
4.55,-0.527,-0.519,-0.511,-0.483,-0.42,-0.301,-0.131,0.072,0.346,0.727,1.197,1.711,2.251,2.806,3.366,3.912,4.398,4.798,5.108
4.6,-0.525,-0.519,-0.513,-0.489,-0.434,-0.319,-0.114,0.179,0.512,0.883,1.318,1.808,2.337,2.881,3.438,3.988,4.484,4.895,5.203
4.65,-0.526,-0.52,-0.514,-0.495,-0.449,-0.347,-0.155,0.154,0.572,1.024,1.465,1.922,2.422,2.947,3.49,4.03,4.525,4.939,5.246
4.7,-0.523,-0.519,-0.515,-0.5,-0.461,-0.373,-0.201,0.082,0.488,0.99,1.514,2.008,2.49,2.99,3.512,4.034,4.519,4.929,5.236
4.75,-0.521,-0.517,-0.513,-0.5,-0.469,-0.394,-0.243,0.013,0.384,0.857,1.4,1.962,2.491,2.995,3.5,4.003,4.476,4.882,5.193
4.8,-0.524,-0.517,-0.51,-0.498,-0.471,-0.408,-0.275,-0.046,0.296,0.74,1.257,1.822,2.397,2.946,3.458,3.952,4.416,4.818,5.134
