logT,logR_-8.0,logR_-7.5,logR_-7.0,logR_-6.5,logR_-6.0,logR_-5.5,logR_-5.0,logR_-4.5,logR_-4.0,logR_-3.5,logR_-3.0,logR_-2.5,logR_-2.0,logR_-1.5,logR_-1.0,logR_-0.5,logR_0.0,logR_0.5,logR_1.0
3.75,-0.994,-1.118,-1.293,-1.492,-1.702,-1.915,-2.123,-2.311,-2.458,-2.529,-2.492,-2.36,-2.159,-1.908,-1.617,-1.276,-0.885,-0.458,-0.031
3.8,-0.818,-0.863,-0.913,-1.006,-1.139,-1.297,-1.461,-1.614,-1.73,-1.779,-1.75,-1.641,-1.473,-1.269,-1.039,-0.786,-0.501,-0.172,0.206
3.85,-0.831,-0.823,-0.815,-0.809,-0.814,-0.842,-0.894,-0.955,-1.001,-1.012,-0.975,-0.888,-0.758,-0.595,-0.406,-0.196,0.036,0.296,0.591
3.9,-0.845,-0.827,-0.81,-0.781,-0.731,-0.653,-0.553,-0.453,-0.366,-0.292,-0.219,-0.137,-0.037,0.086,0.234,0.406,0.601,0.821,1.067
3.95,-0.839,-0.828,-0.817,-0.79,-0.733,-0.626,-0.455,-0.224,0.033,0.258,0.426,0.55,0.654,0.757,0.872,1.006,1.163,1.346,1.554
4.0,-0.748,-0.77,-0.793,-0.788,-0.746,-0.646,-0.462,-0.186,0.162,0.526,0.837,1.067,1.229,1.352,1.46,1.572,1.699,1.847,2.019
4.05,-0.667,-0.681,-0.695,-0.712,-0.709,-0.646,-0.487,-0.216,0.154,0.577,0.992,1.349,1.617,1.805,1.945,2.063,2.177,2.3,2.441
4.1,-0.66,-0.654,-0.648,-0.637,-0.615,-0.563,-0.447,-0.228,0.108,0.529,0.983,1.422,1.8,2.091,2.299,2.452,2.577,2.693,2.813
4.15,-0.65,-0.637,-0.624,-0.607,-0.572,-0.496,-0.354,-0.144,0.137,0.499,0.929,1.39,1.839,2.228,2.527,2.742,2.9,3.026,3.142
4.2,-0.659,-0.636,-0.614,-0.585,-0.543,-0.465,-0.318,-0.083,0.223,0.564,0.936,1.36,1.82,2.265,2.652,2.947,3.157,3.314,3.441
4.25,-0.659,-0.638,-0.618,-0.588,-0.539,-0.452,-0.305,-0.076,0.239,0.616,1.009,1.406,1.825,2.271,2.71,3.08,3.358,3.562,3.718
4.3,-0.649,-0.631,-0.614,-0.585,-0.538,-0.454,-0.305,-0.073,0.242,0.628,1.055,1.489,1.904,2.325,2.761,3.172,3.515,3.773,3.97
4.35,-0.629,-0.615,-0.601,-0.573,-0.527,-0.449,-0.311,-0.087,0.232,0.63,1.074,1.536,1.993,2.43,2.85,3.267,3.649,3.958,4.195
4.4,-0.567,-0.569,-0.571,-0.551,-0.503,-0.426,-0.297,-0.087,0.223,0.627,1.09,1.575,2.06,2.529,2.976,3.393,3.787,4.13,4.399
4.45,-0.527,-0.521,-0.515,-0.5,-0.46,-0.382,-0.252,-0.048,0.25,0.646,1.111,1.614,2.12,2.619,3.095,3.536,3.942,4.299,4.593
4.5,-0.525,-0.503,-0.482,-0.44,-0.372,-0.277,-0.144,0.049,0.33,0.707,1.159,1.659,2.176,2.696,3.195,3.669,4.097,4.467,4.772
4.55,-0.524,-0.501,-0.479,-0.436,-0.355,-0.22,-0.031,0.193,0.467,0.818,1.246,1.725,2.237,2.764,3.278,3.775,4.23,4.618,4.93
4.6,-0.527,-0.502,-0.478,-0.434,-0.356,-0.217,0.006,0.303,0.633,0.984,1.378,1.825,2.314,2.827,3.346,3.854,4.326,4.73,5.043
4.65,-0.524,-0.503,-0.483,-0.444,-0.37,-0.235,-0.01,0.312,0.71,1.13,1.537,1.953,2.406,2.892,3.398,3.904,4.381,4.792,5.11
4.7,-0.52,-0.5,-0.481,-0.448,-0.384,-0.262,-0.045,0.275,0.684,1.148,1.621,2.068,2.502,2.956,3.436,3.928,4.399,4.809,5.127
4.75,-0.518,-0.499,-0.481,-0.447,-0.389,-0.281,-0.085,0.221,0.624,1.088,1.586,2.087,2.558,3.006,3.461,3.93,4.387,4.791,5.11
4.8,-0.515,-0.496,-0.478,-0.449,-0.394,-0.293,-0.115,0.165,0.55,1.007,1.503,2.018,2.531,3.014,3.469,3.918,4.358,4.753,5.074
4.85,-0.507,-0.486,-0.466,-0.436,-0.386,-0.296,-0.13,0.133,0.493,0.933,1.426,1.941,2.463,2.973,3.453,3.901,4.329,4.714,5.036
4.9,-0.492,-0.471,-0.451,-0.42,-0.371,-0.287,-0.135,0.111,0.455,0.878,1.36,1.877,2.402,2.922,3.419,3.881,4.306,4.684,5.002
4.95,-0.47,-0.447,-0.425,-0.394,-0.345,-0.262,-0.117,0.116,0.446,0.857,1.328,1.837,2.366,2.887,3.39,3.865,4.292,4.664,4.971
