logT,logR_-8.0,logR_-7.5,logR_-7.0,logR_-6.5,logR_-6.0,logR_-5.5,logR_-5.0,logR_-4.5,logR_-4.0,logR_-3.5,logR_-3.0,logR_-2.5,logR_-2.0,logR_-1.5,logR_-1.0,logR_-0.5,logR_0.0,logR_0.5,logR_1.0
3.75,-1.192,-1.308,-1.467,-1.658,-1.867,-2.082,-2.297,-2.502,-2.679,-2.802,-2.836,-2.768,-2.627,-2.441,-2.232,-2.016,-1.792,-1.561,-1.325
3.8,-1.087,-1.119,-1.154,-1.227,-1.343,-1.491,-1.655,-1.818,-1.962,-2.056,-2.08,-2.024,-1.899,-1.731,-1.544,-1.345,-1.139,-0.923,-0.698
3.85,-1.1,-1.099,-1.098,-1.095,-1.095,-1.107,-1.145,-1.203,-1.263,-1.3,-1.298,-1.247,-1.151,-1.02,-0.866,-0.697,-0.516,-0.324,-0.121
3.9,-1.101,-1.097,-1.093,-1.083,-1.055,-0.995,-0.899,-0.79,-0.692,-0.615,-0.548,-0.48,-0.4,-0.304,-0.19,-0.058,0.088,0.249,0.425
3.95,-1.075,-1.082,-1.089,-1.083,-1.058,-0.994,-0.864,-0.658,-0.399,-0.149,0.048,0.186,0.289,0.378,0.468,0.567,0.677,0.803,0.947
4.0,-0.886,-0.943,-1.009,-1.049,-1.05,-1.003,-0.884,-0.669,-0.357,0.013,0.365,0.637,0.829,0.962,1.06,1.143,1.23,1.328,1.443
4.05,-0.788,-0.814,-0.842,-0.89,-0.94,-0.951,-0.881,-0.7,-0.403,-0.012,0.416,0.822,1.154,1.377,1.526,1.633,1.721,1.806,1.903
4.1,-0.796,-0.795,-0.794,-0.793,-0.793,-0.784,-0.745,-0.636,-0.417,-0.076,0.35,0.817,1.251,1.6,1.85,2.017,2.134,2.23,2.322
4.15,-0.795,-0.791,-0.787,-0.779,-0.758,-0.706,-0.603,-0.454,-0.266,-0.018,0.323,0.752,1.223,1.671,2.031,2.288,2.465,2.593,2.698
4.2,-0.795,-0.789,-0.783,-0.773,-0.752,-0.7,-0.583,-0.383,-0.115,0.172,0.463,0.797,1.209,1.668,2.106,2.466,2.719,2.899,3.035
4.25,-0.795,-0.788,-0.781,-0.769,-0.747,-0.699,-0.594,-0.399,-0.103,0.263,0.637,0.978,1.322,1.71,2.152,2.574,2.908,3.151,3.331
4.3,-0.793,-0.787,-0.781,-0.766,-0.74,-0.693,-0.597,-0.418,-0.13,0.258,0.696,1.126,1.509,1.866,2.257,2.672,3.057,3.361,3.588
4.35,-0.779,-0.779,-0.779,-0.766,-0.736,-0.685,-0.59,-0.422,-0.147,0.24,0.699,1.179,1.639,2.056,2.438,2.821,3.208,3.549,3.816
4.4,-0.671,-0.703,-0.738,-0.75,-0.726,-0.672,-0.575,-0.411,-0.142,0.24,0.703,1.202,1.706,2.183,2.623,3.02,3.395,3.742,4.034
4.45,-0.615,-0.631,-0.648,-0.67,-0.678,-0.644,-0.552,-0.387,-0.12,0.262,0.727,1.233,1.752,2.269,2.765,3.21,3.606,3.953,4.251
