logT,logR_-8.0,logR_-7.5,logR_-7.0,logR_-6.5,logR_-6.0,logR_-5.5,logR_-5.0,logR_-4.5,logR_-4.0,logR_-3.5,logR_-3.0,logR_-2.5,logR_-2.0,logR_-1.5,logR_-1.0,logR_-0.5,logR_0.0,logR_0.5,logR_1.0
3.75,-1.239,-1.394,-1.638,-1.808,-2.004,-2.211,-2.419,-2.621,-2.801,-2.937,-2.991,-2.928,-2.758,-2.503,-2.178,-1.788,-1.345,-0.882,-0.433
3.8,-1.308,-1.347,-1.389,-1.436,-1.525,-1.654,-1.809,-1.971,-2.121,-2.231,-2.27,-2.226,-2.097,-1.904,-1.669,-1.397,-1.079,-0.698,-0.26
3.85,-1.37,-1.359,-1.349,-1.339,-1.332,-1.336,-1.361,-1.411,-1.469,-1.509,-1.512,-1.464,-1.363,-1.218,-1.037,-0.828,-0.59,-0.314,0.015
3.9,-1.399,-1.376,-1.354,-1.333,-1.301,-1.25,-1.175,-1.077,-0.976,-0.884,-0.803,-0.72,-0.627,-0.513,-0.375,-0.211,-0.019,0.2,0.455
3.95,-1.348,-1.344,-1.34,-1.336,-1.308,-1.249,-1.142,-0.975,-0.747,-0.49,-0.26,-0.084,0.051,0.167,0.284,0.416,0.57,0.75,0.959
4.0,-1.024,-1.083,-1.151,-1.232,-1.269,-1.246,-1.152,-0.971,-0.698,-0.352,0.012,0.329,0.568,0.742,0.879,1.004,1.136,1.286,1.459
4.05,-0.818,-0.862,-0.912,-0.968,-1.039,-1.093,-1.079,-0.954,-0.701,-0.339,0.081,0.498,0.86,1.138,1.341,1.497,1.634,1.77,1.917
4.1,-0.852,-0.848,-0.844,-0.84,-0.837,-0.833,-0.813,-0.746,-0.588,-0.309,0.078,0.518,0.954,1.337,1.637,1.859,2.027,2.172,2.309
4.15,-0.851,-0.834,-0.817,-0.801,-0.775,-0.718,-0.612,-0.46,-0.282,-0.075,0.193,0.545,0.966,1.401,1.786,2.09,2.315,2.487,2.63
4.2,-0.875,-0.841,-0.81,-0.781,-0.741,-0.675,-0.548,-0.338,-0.065,0.215,0.476,0.74,1.056,1.442,1.852,2.223,2.515,2.731,2.897
4.25,-0.882,-0.848,-0.817,-0.788,-0.741,-0.662,-0.527,-0.313,-0.015,0.339,0.691,1.003,1.287,1.587,1.935,2.312,2.653,2.921,3.124
4.3,-0.862,-0.835,-0.81,-0.786,-0.744,-0.667,-0.53,-0.309,-0.004,0.368,0.775,1.173,1.525,1.829,2.126,2.447,2.779,3.082,3.323
4.35,-0.829,-0.81,-0.791,-0.773,-0.735,-0.665,-0.538,-0.326,-0.019,0.367,0.799,1.243,1.669,2.045,2.366,2.658,2.954,3.25,3.516
4.4,-0.707,-0.715,-0.724,-0.733,-0.707,-0.644,-0.525,-0.328,-0.034,0.354,0.804,1.277,1.747,2.184,2.57,2.896,3.184,3.462,3.728
4.45,-0.598,-0.608,-0.619,-0.63,-0.63,-0.589,-0.482,-0.294,-0.013,0.362,0.811,1.299,1.795,2.273,2.715,3.097,3.421,3.706,3.963
4.5,-0.655,-0.61,-0.57,-0.533,-0.475,-0.402,-0.304,-0.152,0.087,0.426,0.849,1.327,1.829,2.331,2.807,3.241,3.619,3.936,4.201
4.55,-0.657,-0.608,-0.564,-0.524,-0.445,-0.315,-0.136,0.062,0.285,0.57,0.942,1.385,1.87,2.374,2.868,3.335,3.759,4.118,4.407
4.6,-0.665,-0.612,-0.564,-0.521,-0.444,-0.308,-0.085,0.208,0.517,0.814,1.128,1.503,1.943,2.422,2.914,3.397,3.849,4.24,4.551
4.65,-0.656,-0.61,-0.568,-0.53,-0.459,-0.326,-0.104,0.218,0.614,1.012,1.367,1.703,2.072,2.498,2.964,3.442,3.902,4.314,4.644
4.7,-0.638,-0.601,-0.566,-0.534,-0.471,-0.354,-0.142,0.174,0.581,1.041,1.497,1.898,2.254,2.622,3.037,3.488,3.943,4.36,4.698
