logT,logR_-8.0,logR_-7.5,logR_-7.0,logR_-6.5,logR_-6.0,logR_-5.5,logR_-5.0,logR_-4.5,logR_-4.0,logR_-3.5,logR_-3.0,logR_-2.5,logR_-2.0,logR_-1.5,logR_-1.0,logR_-0.5,logR_0.0,logR_0.5,logR_1.0
3.75,-0.753,-0.887,-1.081,-1.29,-1.504,-1.716,-1.915,-2.08,-2.182,-2.187,-2.091,-1.923,-1.707,-1.46,-1.185,-0.874,-0.52,-0.127,0.278
3.8,-0.475,-0.543,-0.624,-0.747,-0.9,-1.064,-1.224,-1.357,-1.432,-1.432,-1.352,-1.205,-1.019,-0.809,-0.581,-0.334,-0.063,0.24,0.58
3.85,-0.473,-0.467,-0.461,-0.462,-0.482,-0.528,-0.589,-0.644,-0.67,-0.653,-0.585,-0.473,-0.325,-0.15,0.044,0.257,0.488,0.743,1.023
3.9,-0.491,-0.467,-0.444,-0.403,-0.334,-0.237,-0.134,-0.043,0.032,0.101,0.175,0.264,0.374,0.507,0.663,0.841,1.04,1.261,1.505
3.95,-0.495,-0.473,-0.452,-0.409,-0.322,-0.171,0.045,0.303,0.54,0.724,0.855,0.96,1.056,1.159,1.277,1.416,1.577,1.763,1.972
4.0,-0.481,-0.469,-0.457,-0.422,-0.343,-0.189,0.059,0.39,0.758,1.091,1.342,1.519,1.645,1.749,1.85,1.96,2.089,2.239,2.411
4.05,-0.46,-0.452,-0.444,-0.421,-0.358,-0.22,0.019,0.362,0.775,1.2,1.579,1.873,2.078,2.224,2.337,2.441,2.549,2.671,2.812
4.1,-0.447,-0.437,-0.427,-0.405,-0.352,-0.236,-0.025,0.296,0.706,1.16,1.612,2.014,2.332,2.56,2.72,2.843,2.95,3.057,3.176
4.15,-0.433,-0.421,-0.409,-0.388,-0.339,-0.234,-0.044,0.246,0.629,1.076,1.548,2.015,2.433,2.762,2.998,3.165,3.292,3.402,3.512
4.2,-0.44,-0.418,-0.397,-0.368,-0.319,-0.223,-0.049,0.22,0.58,1.004,1.472,1.962,2.436,2.854,3.184,3.416,3.585,3.715,3.828
4.25,-0.444,-0.421,-0.399,-0.367,-0.312,-0.214,-0.049,0.2,0.542,0.96,1.421,1.91,2.403,2.881,3.292,3.604,3.829,3.998,4.129
4.3,-0.438,-0.416,-0.395,-0.363,-0.311,-0.214,-0.049,0.198,0.53,0.94,1.403,1.891,2.388,2.891,3.354,3.741,4.031,4.246,4.413
