logT,logR_-8.0,logR_-7.5,logR_-7.0,logR_-6.5,logR_-6.0,logR_-5.5,logR_-5.0,logR_-4.5,logR_-4.0,logR_-3.5,logR_-3.0,logR_-2.5,logR_-2.0,logR_-1.5,logR_-1.0,logR_-0.5,logR_0.0,logR_0.5,logR_1.0
3.75,-0.991,-1.115,-1.29,-1.488,-1.698,-1.91,-2.117,-2.303,-2.446,-2.512,-2.469,-2.328,-2.113,-1.844,-1.524,-1.147,-0.723,-0.281,0.147
3.8,-0.814,-0.859,-0.909,-1.002,-1.135,-1.292,-1.456,-1.608,-1.722,-1.768,-1.734,-1.62,-1.446,-1.234,-0.995,-0.726,-0.415,-0.052,0.36
3.85,-0.827,-0.818,-0.809,-0.803,-0.808,-0.836,-0.888,-0.948,-0.992,-1.001,-0.961,-0.87,-0.737,-0.569,-0.375,-0.158,0.084,0.36,0.681
3.9,-0.843,-0.823,-0.804,-0.774,-0.723,-0.645,-0.545,-0.445,-0.357,-0.282,-0.207,-0.122,-0.019,0.108,0.26,0.437,0.639,0.867,1.126
3.95,-0.836,-0.824,-0.812,-0.783,-0.724,-0.615,-0.444,-0.212,0.045,0.269,0.438,0.564,0.671,0.777,0.896,1.035,1.199,1.389,1.605
4.0,-0.747,-0.767,-0.788,-0.781,-0.737,-0.634,-0.448,-0.17,0.179,0.542,0.853,1.083,1.247,1.373,1.485,1.603,1.736,1.891,2.07
4.05,-0.665,-0.678,-0.691,-0.706,-0.701,-0.634,-0.471,-0.197,0.176,0.6,1.015,1.371,1.639,1.83,1.974,2.096,2.216,2.346,2.494
4.1,-0.655,-0.649,-0.643,-0.631,-0.606,-0.551,-0.431,-0.206,0.135,0.558,1.013,1.451,1.829,2.12,2.33,2.486,2.617,2.738,2.865
4.15,-0.644,-0.63,-0.616,-0.598,-0.561,-0.482,-0.337,-0.121,0.166,0.532,0.964,1.426,1.874,2.262,2.56,2.776,2.936,3.067,3.186
4.2,-0.653,-0.628,-0.604,-0.573,-0.528,-0.447,-0.295,-0.056,0.253,0.598,0.974,1.399,1.859,2.303,2.686,2.979,3.189,3.348,3.476
4.25,-0.654,-0.631,-0.609,-0.576,-0.523,-0.431,-0.277,-0.043,0.275,0.652,1.046,1.444,1.865,2.31,2.746,3.111,3.386,3.589,3.745
4.3,-0.643,-0.623,-0.604,-0.573,-0.522,-0.433,-0.276,-0.035,0.284,0.67,1.096,1.527,1.943,2.364,2.796,3.201,3.54,3.795,3.99
4.35,-0.622,-0.605,-0.589,-0.559,-0.51,-0.428,-0.283,-0.05,0.277,0.677,1.119,1.577,2.032,2.466,2.883,3.294,3.67,3.976,4.21
4.4,-0.559,-0.558,-0.557,-0.534,-0.484,-0.403,-0.267,-0.05,0.267,0.675,1.138,1.621,2.101,2.565,3.005,3.416,3.804,4.144,4.411
4.45,-0.521,-0.512,-0.503,-0.484,-0.439,-0.356,-0.219,-0.009,0.295,0.693,1.159,1.661,2.164,2.656,3.124,3.557,3.956,4.309,4.601
4.5,-0.516,-0.492,-0.469,-0.424,-0.352,-0.251,-0.11,0.091,0.377,0.755,1.206,1.703,2.219,2.734,3.224,3.687,4.109,4.475,4.777
4.55,-0.517,-0.49,-0.465,-0.419,-0.335,-0.195,-0.001,0.231,0.512,0.866,1.293,1.77,2.278,2.8,3.306,3.793,4.24,4.623,4.934
4.6,-0.52,-0.491,-0.464,-0.415,-0.333,-0.19,0.037,0.337,0.671,1.026,1.423,1.869,2.354,2.861,3.373,3.872,4.336,4.734,5.046
