logT,logR_-8.0,logR_-7.5,logR_-7.0,logR_-6.5,logR_-6.0,logR_-5.5,logR_-5.0,logR_-4.5,logR_-4.0,logR_-3.5,logR_-3.0,logR_-2.5,logR_-2.0,logR_-1.5,logR_-1.0,logR_-0.5,logR_0.0,logR_0.5,logR_1.0
3.75,-0.759,-0.893,-1.088,-1.298,-1.513,-1.727,-1.928,-2.095,-2.202,-2.214,-2.126,-1.969,-1.77,-1.548,-1.312,-1.062,-0.795,-0.507,-0.194
3.8,-0.483,-0.552,-0.634,-0.757,-0.91,-1.075,-1.236,-1.371,-1.45,-1.456,-1.383,-1.243,-1.065,-0.866,-0.653,-0.429,-0.192,0.06,0.326
3.85,-0.485,-0.48,-0.475,-0.476,-0.494,-0.54,-0.601,-0.658,-0.687,-0.674,-0.612,-0.506,-0.365,-0.199,-0.017,0.18,0.392,0.62,0.865
3.9,-0.497,-0.478,-0.46,-0.422,-0.353,-0.255,-0.15,-0.058,0.016,0.082,0.153,0.237,0.341,0.465,0.609,0.771,0.951,1.152,1.37
3.95,-0.5,-0.482,-0.465,-0.428,-0.345,-0.197,0.021,0.28,0.519,0.702,0.831,0.932,1.022,1.117,1.224,1.348,1.492,1.657,1.843
4.0,-0.487,-0.478,-0.469,-0.438,-0.365,-0.218,0.025,0.355,0.725,1.061,1.313,1.487,1.609,1.705,1.795,1.892,2.003,2.134,2.287
4.05,-0.466,-0.461,-0.456,-0.438,-0.38,-0.251,-0.021,0.315,0.726,1.152,1.537,1.834,2.038,2.178,2.283,2.374,2.468,2.575,2.7
4.1,-0.459,-0.451,-0.443,-0.424,-0.376,-0.269,-0.069,0.241,0.644,1.097,1.556,1.965,2.287,2.516,2.67,2.785,2.882,2.978,3.086
4.15,-0.45,-0.441,-0.432,-0.414,-0.37,-0.272,-0.093,0.183,0.556,1.0,1.477,1.952,2.38,2.715,2.952,3.116,3.239,3.342,3.446
4.2,-0.455,-0.439,-0.424,-0.402,-0.361,-0.273,-0.11,0.148,0.499,0.921,1.392,1.891,2.376,2.805,3.142,3.376,3.544,3.673,3.784
4.25,-0.456,-0.439,-0.423,-0.399,-0.356,-0.272,-0.122,0.116,0.453,0.873,1.34,1.837,2.339,2.831,3.252,3.57,3.799,3.968,4.1
4.3,-0.454,-0.436,-0.419,-0.394,-0.352,-0.273,-0.128,0.101,0.427,0.843,1.316,1.816,2.322,2.841,3.317,3.713,4.007,4.225,4.392
4.35,-0.45,-0.431,-0.413,-0.384,-0.34,-0.265,-0.131,0.091,0.416,0.834,1.309,1.813,2.338,2.864,3.369,3.822,4.181,4.446,4.653
4.4,-0.44,-0.423,-0.407,-0.372,-0.32,-0.244,-0.118,0.094,0.415,0.838,1.321,1.838,2.364,2.905,3.434,3.919,4.328,4.64,4.877
4.45,-0.431,-0.414,-0.398,-0.361,-0.299,-0.211,-0.08,0.127,0.444,0.866,1.356,1.88,2.415,2.967,3.508,4.018,4.46,4.81,5.074
4.5,-0.429,-0.409,-0.39,-0.35,-0.278,-0.17,-0.023,0.189,0.504,0.922,1.411,1.936,2.481,3.038,3.589,4.116,4.579,4.953,5.235
4.55,-0.427,-0.41,-0.394,-0.356,-0.283,-0.156,0.028,0.267,0.589,1.003,1.486,2.005,2.553,3.109,3.666,4.201,4.674,5.061,5.345
4.6,-0.427,-0.41,-0.394,-0.359,-0.292,-0.165,0.039,0.323,0.68,1.101,1.576,2.085,2.624,3.171,3.723,4.253,4.724,5.112,5.39
4.65,-0.428,-0.412,-0.397,-0.367,-0.306,-0.184,0.022,0.325,0.719,1.172,1.652,2.151,2.672,3.204,3.738,4.251,4.712,5.094,5.37
4.7,-0.422,-0.41,-0.398,-0.372,-0.319,-0.209,-0.01,0.293,0.692,1.161,1.662,2.17,2.68,3.192,3.704,4.196,4.644,5.02,5.298
4.75,-0.421,-0.409,-0.397,-0.373,-0.327,-0.231,-0.049,0.241,0.633,1.095,1.596,2.115,2.632,3.139,3.636,4.11,4.547,4.92,5.204
4.8,-0.418,-0.407,-0.396,-0.375,-0.332,-0.246,-0.082,0.185,0.559,1.011,1.504,2.02,2.544,3.061,3.555,4.021,4.45,4.817,5.105
4.85,-0.416,-0.404,-0.392,-0.37,-0.33,-0.253,-0.104,0.143,0.493,0.931,1.421,1.934,2.456,2.98,3.483,3.949,4.372,4.731,5.014
4.9,-0.408,-0.397,-0.386,-0.365,-0.327,-0.254,-0.119,0.109,0.442,0.866,1.35,1.865,2.39,2.917,3.426,3.898,4.315,4.663,4.93
4.95,-0.401,-0.388,-0.375,-0.355,-0.317,-0.245,-0.116,0.099,0.417,0.831,1.309,1.823,2.351,2.877,3.388,3.863,4.273,4.602,4.843
5.0,-0.384,-0.373,-0.362,-0.34,-0.304,-0.234,-0.107,0.099,0.406,0.812,1.288,1.801,2.328,2.854,3.364,3.835,4.232,4.536,4.746
5.05,-0.35,-0.34,-0.33,-0.313,-0.279,-0.21,-0.087,0.116,0.416,0.814,1.284,1.794,2.316,2.835,3.337,3.794,4.172,4.448,4.633
5.1,-0.31,-0.299,-0.288,-0.269,-0.24,-0.178,-0.059,0.14,0.435,0.826,1.287,1.789,2.301,2.804,3.284,3.719,4.075,4.331,4.502
5.15,-0.29,-0.268,-0.247,-0.221,-0.188,-0.129,-0.019,0.171,0.458,0.839,1.289,1.776,2.27,2.745,3.19,3.597,3.936,4.187,4.363
5.2,-0.289,-0.256,-0.225,-0.189,-0.143,-0.077,0.03,0.207,0.479,0.845,1.279,1.748,2.217,2.654,3.059,3.439,3.769,4.028,4.215
5.25,-0.311,-0.269,-0.231,-0.184,-0.127,-0.047,0.07,0.242,0.495,0.837,1.251,1.699,2.14,2.541,2.908,3.265,3.592,3.864,4.06
5.3,-0.368,-0.313,-0.264,-0.206,-0.141,-0.054,0.072,0.251,0.496,0.816,1.205,1.63,2.045,2.415,2.752,3.09,3.419,3.7,3.905
5.35,-0.405,-0.358,-0.316,-0.257,-0.181,-0.085,0.045,0.228,0.474,0.782,1.148,1.55,1.942,2.287,2.603,2.926,3.254,3.539,3.757
5.4,-0.426,-0.394,-0.364,-0.317,-0.247,-0.145,-0.006,0.18,0.43,0.737,1.089,1.467,1.836,2.162,2.462,2.775,3.102,3.385,3.555
5.45,-0.439,-0.419,-0.4,-0.365,-0.308,-0.217,-0.081,0.113,0.367,0.68,1.028,1.388,1.736,2.046,2.333,2.639,2.959,3.242,3.412
5.5,-0.441,-0.43,-0.419,-0.398,-0.358,-0.286,-0.163,0.026,0.291,0.615,0.964,1.314,1.645,1.939,2.215,2.517,2.826,3.114,3.286
5.55,-0.442,-0.436,-0.43,-0.417,-0.391,-0.34,-0.24,-0.063,0.205,0.545,0.903,1.244,1.562,1.843,2.111,2.406,2.705,2.88,3.005
5.6,-0.443,-0.439,-0.435,-0.426,-0.409,-0.374,-0.299,-0.15,0.108,0.46,0.835,1.177,1.484,1.758,2.02,2.307,2.597,2.769,2.892
5.65,-0.443,-0.44,-0.437,-0.432,-0.42,-0.394,-0.338,-0.22,0.008,0.359,0.754,1.109,1.412,1.681,1.942,2.218,2.501,2.671,2.793
5.7,-0.444,-0.441,-0.438,-0.434,-0.425,-0.405,-0.363,-0.27,-0.079,0.251,0.66,1.035,1.345,1.613,1.871,2.138,2.302,2.421,2.514
5.75,-0.444,-0.442,-0.44,-0.436,-0.428,-0.413,-0.379,-0.305,-0.148,0.145,0.556,0.952,1.274,1.548,1.806,2.066,2.228,2.345,2.437
5.8,-0.445,-0.443,-0.441,-0.438,-0.431,-0.417,-0.389,-0.327,-0.196,0.06,0.45,0.863,1.201,1.484,1.744,2.0,2.16,2.277,2.368
5.85,-0.443,-0.442,-0.441,-0.439,-0.432,-0.42,-0.395,-0.342,-0.229,-0.004,0.359,0.774,1.129,1.421,1.684,1.943,2.104,2.221,2.314
5.9,-0.443,-0.442,-0.441,-0.439,-0.434,-0.423,-0.401,-0.353,-0.252,-0.052,0.285,0.695,1.063,1.364,1.631,1.891,2.053,2.17,2.262
5.95,-0.442,-0.441,-0.44,-0.438,-0.433,-0.424,-0.405,-0.361,-0.269,-0.086,0.227,0.628,1.005,1.316,1.587,1.849,2.011,2.129,2.222
6.0,-0.441,-0.439,-0.437,-0.434,-0.43,-0.423,-0.405,-0.366,-0.281,-0.112,0.183,0.572,0.955,1.276,1.552,1.81,1.971,2.088,2.18
6.1,-0.444,-0.44,-0.436,-0.43,-0.422,-0.411,-0.395,-0.362,-0.291,-0.144,0.122,0.493,0.879,1.214,1.489,1.716,1.864,1.975,2.063
6.2,-0.446,-0.444,-0.442,-0.437,-0.427,-0.409,-0.382,-0.342,-0.273,-0.143,0.097,0.443,0.816,1.138,1.377,1.585,1.725,1.831,1.916
6.3,-0.445,-0.445,-0.445,-0.443,-0.438,-0.428,-0.403,-0.352,-0.264,-0.122,0.104,0.415,0.742,1.013,1.213,1.42,1.56,1.665,1.75
6.4,-0.446,-0.446,-0.446,-0.445,-0.443,-0.438,-0.426,-0.392,-0.311,-0.154,0.08,0.361,0.63,0.846,1.034,1.258,1.405,1.515,1.602
6.5,-0.447,-0.447,-0.447,-0.446,-0.445,-0.442,-0.434,-0.414,-0.361,-0.237,-0.021,0.234,0.467,0.664,0.859,1.129,1.294,1.414,1.507
6.6,-0.448,-0.448,-0.448,-0.447,-0.446,-0.444,-0.438,-0.424,-0.387,-0.3,-0.135,0.085,0.298,0.492,0.707,1.004,1.179,1.303,1.4
6.7,-0.449,-0.449,-0.449,-0.448,-0.447,-0.446,-0.442,-0.431,-0.403,-0.34,-0.216,-0.038,0.152,0.343,0.575,0.893,1.075,1.202,1.301
6.8,-0.449,-0.449,-0.449,-0.449,-0.448,-0.447,-0.444,-0.436,-0.415,-0.368,-0.275,-0.134,0.033,0.221,0.466,0.793,0.977,1.106,1.206
6.9,-0.452,-0.451,-0.45,-0.45,-0.449,-0.448,-0.446,-0.44,-0.424,-0.387,-0.317,-0.204,-0.056,0.13,0.382,0.715,0.901,1.031,1.131
7.0,-0.452,-0.452,-0.452,-0.452,-0.451,-0.45,-0.447,-0.441,-0.428,-0.398,-0.342,-0.248,-0.115,0.067,0.315,0.635,0.817,0.945,1.044
7.1,-0.454,-0.454,-0.454,-0.454,-0.453,-0.452,-0.45,-0.443,-0.429,-0.402,-0.353,-0.273,-0.152,0.016,0.249,0.558,0.737,0.863,0.961
7.2,-0.457,-0.457,-0.457,-0.456,-0.456,-0.455,-0.453,-0.448,-0.434,-0.408,-0.361,-0.289,-0.184,-0.034,0.184,0.477,0.65,0.774,0.87
7.3,-0.459,-0.459,-0.459,-0.459,-0.459,-0.458,-0.457,-0.453,-0.442,-0.419,-0.376,-0.311,-0.22,-0.086,0.116,0.396,0.565,0.686,0.781
7.4,-0.463,-0.463,-0.463,-0.463,-0.462,-0.462,-0.461,-0.458,-0.45,-0.432,-0.396,-0.339,-0.259,-0.139,0.048,0.312,0.475,0.593,0.686
7.5,-0.467,-0.467,-0.467,-0.467,-0.467,-0.467,-0.466,-0.463,-0.457,-0.443,-0.415,-0.368,-0.298,-0.191,-0.021,0.247,0.411,0.531,0.624
7.6,-0.472,-0.472,-0.472,-0.472,-0.472,-0.472,-0.471,-0.469,-0.465,-0.454,-0.432,-0.394,-0.335,-0.244,-0.086,0.153,0.306,0.419,0.509
7.7,-0.479,-0.479,-0.479,-0.479,-0.479,-0.479,-0.478,-0.476,-0.473,-0.464,-0.447,-0.417,-0.373,-0.293,-0.184,0.107,0.28,0.403,0.499
