logT,logR_-8.0,logR_-7.5,logR_-7.0,logR_-6.5,logR_-6.0,logR_-5.5,logR_-5.0,logR_-4.5,logR_-4.0,logR_-3.5,logR_-3.0,logR_-2.5,logR_-2.0,logR_-1.5,logR_-1.0,logR_-0.5,logR_0.0,logR_0.5,logR_1.0
3.75,-0.802,-0.935,-1.128,-1.338,-1.553,-1.768,-1.972,-2.146,-2.264,-2.29,-2.216,-2.07,-1.881,-1.669,-1.448,-1.219,-0.983,-0.739,-0.488
3.8,-0.546,-0.611,-0.687,-0.806,-0.957,-1.122,-1.285,-1.425,-1.514,-1.532,-1.47,-1.34,-1.17,-0.98,-0.778,-0.567,-0.346,-0.115,0.124
3.85,-0.552,-0.548,-0.544,-0.544,-0.559,-0.6,-0.66,-0.719,-0.754,-0.749,-0.695,-0.596,-0.462,-0.305,-0.133,0.052,0.249,0.459,0.683
3.9,-0.559,-0.545,-0.531,-0.499,-0.435,-0.338,-0.231,-0.136,-0.061,0.005,0.073,0.153,0.251,0.368,0.502,0.652,0.817,0.999,1.198
3.95,-0.559,-0.547,-0.535,-0.504,-0.432,-0.295,-0.084,0.176,0.422,0.612,0.746,0.847,0.934,1.024,1.123,1.236,1.365,1.514,1.683
4.0,-0.541,-0.538,-0.535,-0.512,-0.45,-0.317,-0.09,0.231,0.602,0.947,1.21,1.393,1.52,1.615,1.698,1.786,1.886,2.004,2.142
4.05,-0.508,-0.51,-0.512,-0.503,-0.46,-0.348,-0.138,0.179,0.581,1.01,1.409,1.726,1.94,2.085,2.189,2.276,2.362,2.459,2.574
4.1,-0.508,-0.502,-0.496,-0.482,-0.444,-0.354,-0.177,0.108,0.494,0.941,1.411,1.836,2.175,2.416,2.575,2.69,2.785,2.876,2.978
4.15,-0.504,-0.497,-0.49,-0.475,-0.437,-0.349,-0.187,0.065,0.412,0.843,1.321,1.807,2.252,2.604,2.853,3.023,3.148,3.251,3.352
4.2,-0.503,-0.494,-0.485,-0.469,-0.435,-0.356,-0.204,0.04,0.374,0.779,1.241,1.741,2.236,2.68,3.034,3.28,3.455,3.587,3.698
4.25,-0.504,-0.492,-0.48,-0.463,-0.43,-0.36,-0.223,0.006,0.336,0.751,1.208,1.698,2.2,2.7,3.137,3.469,3.708,3.883,4.018
4.3,-0.505,-0.491,-0.477,-0.456,-0.423,-0.358,-0.232,-0.017,0.303,0.721,1.196,1.694,2.193,2.712,3.196,3.606,3.913,4.138,4.311
4.35,-0.503,-0.489,-0.475,-0.448,-0.41,-0.345,-0.227,-0.024,0.29,0.708,1.189,1.698,2.222,2.745,3.251,3.712,4.083,4.357,4.57
4.4,-0.485,-0.477,-0.469,-0.44,-0.393,-0.324,-0.21,-0.015,0.294,0.712,1.198,1.72,2.251,2.794,3.323,3.811,4.228,4.551,4.793
