logT,logR_-8.0,logR_-7.5,logR_-7.0,logR_-6.5,logR_-6.0,logR_-5.5,logR_-5.0,logR_-4.5,logR_-4.0,logR_-3.5,logR_-3.0,logR_-2.5,logR_-2.0,logR_-1.5,logR_-1.0,logR_-0.5,logR_0.0,logR_0.5,logR_1.0
3.75,-0.433,-0.84,-1.036,-1.245,-1.457,-1.665,-1.856,-2.009,-2.091,-2.067,-1.941,-1.738,-1.476,-1.164,-0.795,-0.376,0.067,0.498,0.897
3.8,-0.406,-0.478,-0.564,-0.692,-0.846,-1.01,-1.166,-1.288,-1.347,-1.327,-1.226,-1.06,-0.855,-0.62,-0.356,-0.052,0.303,0.71,1.134
3.85,-0.398,-0.391,-0.384,-0.386,-0.41,-0.459,-0.519,-0.568,-0.584,-0.552,-0.469,-0.343,-0.181,0.008,0.221,0.458,0.729,1.043,1.398
3.9,-0.418,-0.388,-0.36,-0.313,-0.239,-0.142,-0.041,0.049,0.126,0.199,0.281,0.381,0.503,0.651,0.823,1.02,1.244,1.497,1.784
3.95,-0.426,-0.397,-0.37,-0.317,-0.217,-0.056,0.168,0.424,0.656,0.834,0.965,1.073,1.177,1.293,1.428,1.587,1.772,1.984,2.223
4.0,-0.421,-0.399,-0.378,-0.333,-0.238,-0.065,0.199,0.54,0.905,1.228,1.471,1.644,1.773,1.886,2.001,2.131,2.282,2.457,2.654
4.05,-0.412,-0.394,-0.377,-0.34,-0.258,-0.098,0.166,0.529,0.949,1.37,1.739,2.022,2.223,2.373,2.497,2.616,2.743,2.887,3.049
4.1,-0.392,-0.378,-0.364,-0.333,-0.265,-0.123,0.12,0.471,0.898,1.357,1.803,2.194,2.499,2.721,2.884,3.016,3.138,3.263,3.398
4.15,-0.372,-0.354,-0.337,-0.311,-0.251,-0.128,0.091,0.415,0.826,1.287,1.763,2.222,2.624,2.938,3.165,3.333,3.467,3.587,3.707
4.2,-0.378,-0.347,-0.318,-0.279,-0.219,-0.106,0.09,0.385,0.769,1.215,1.695,2.185,2.648,3.048,3.358,3.579,3.744,3.876,3.994
4.25,-0.385,-0.353,-0.323,-0.278,-0.205,-0.083,0.106,0.379,0.737,1.164,1.635,2.132,2.624,3.087,3.473,3.765,3.978,4.14,4.27
4.3,-0.374,-0.345,-0.318,-0.276,-0.207,-0.083,0.116,0.394,0.742,1.156,1.617,2.106,2.606,3.098,3.54,3.902,4.173,4.377,4.537
4.35,-0.358,-0.328,-0.3,-0.258,-0.193,-0.081,0.106,0.386,0.749,1.171,1.628,2.111,2.613,3.113,3.587,4.005,4.337,4.586,4.782
4.4,-0.357,-0.319,-0.284,-0.234,-0.164,-0.056,0.117,0.382,0.745,1.185,1.661,2.154,2.647,3.15,3.64,4.093,4.476,4.769,4.995
4.45,-0.369,-0.325,-0.285,-0.222,-0.131,-0.008,0.168,0.422,0.771,1.205,1.695,2.207,2.712,3.214,3.705,4.177,4.594,4.927,5.178
4.5,-0.354,-0.318,-0.285,-0.225,-0.122,0.029,0.23,0.496,0.84,1.26,1.741,2.255,2.779,3.289,3.781,4.258,4.691,5.049,5.318
4.55,-0.347,-0.311,-0.278,-0.224,-0.128,0.029,0.257,0.556,0.922,1.346,1.815,2.314,2.839,3.355,3.851,4.324,4.755,5.12,5.391
4.6,-0.353,-0.313,-0.276,-0.218,-0.124,0.031,0.263,0.58,0.976,1.423,1.896,2.382,2.889,3.401,3.897,4.359,4.772,5.123,5.389
4.65,-0.348,-0.315,-0.284,-0.229,-0.133,0.028,0.268,0.592,0.996,1.461,1.948,2.436,2.927,3.423,3.908,4.353,4.739,5.064,5.321
4.7,-0.343,-0.311,-0.281,-0.235,-0.149,0.007,0.255,0.591,1.0,1.464,1.959,2.454,2.94,3.421,3.887,4.309,4.667,4.965,5.213
4.75,-0.345,-0.312,-0.281,-0.232,-0.152,-0.01,0.228,0.569,0.987,1.452,1.942,2.44,2.929,3.399,3.845,4.243,4.574,4.849,5.092
4.8,-0.339,-0.309,-0.281,-0.236,-0.157,-0.02,0.203,0.529,0.944,1.413,1.907,2.406,2.898,3.366,3.798,4.173,4.478,4.732,4.965
4.85,-0.324,-0.294,-0.266,-0.223,-0.151,-0.022,0.194,0.505,0.902,1.365,1.862,2.366,2.859,3.326,3.751,4.108,4.387,4.62,4.841
4.9,-0.299,-0.271,-0.245,-0.204,-0.134,-0.013,0.189,0.489,0.871,1.316,1.808,2.319,2.817,3.284,3.705,4.051,4.306,4.514,4.723
